,customer,state,response,coverage,education,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size,Effective To Date
3897,NA21420,Oregon,No,Basic,Bachelor,Employed,F,Rural,Divorced,Corporate Auto,Corporate L3,2,Agent,Four-Door Car,Medsize,2011-02-03
3898,MY98825,California,No,Basic,Bachelor,Employed,F,Rural,Divorced,Corporate Auto,Corporate L2,3,Web,Two-Door Car,Medsize,2011-02-02
3899,VW73816,Oregon,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L3,1,Agent,SUV,Medsize,2011-01-28
3900,FN66189,Oregon,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L3,4,Branch,Four-Door Car,Medsize,2011-02-08
3901,HU75748,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,3,Branch,Two-Door Car,Medsize,2011-02-13
3902,OS11465,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Special Auto,Special L1,4,Call Center,SUV,Medsize,2011-01-10
3903,UY61913,Oregon,No,Basic,College,Disabled,M,Urban,Married,Personal Auto,Personal L2,1,Agent,SUV,Medsize,2011-02-11
3904,OD70577,Arizona,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,1,Branch,Two-Door Car,Medsize,2011-02-28
3905,DC91024,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,4,Branch,Two-Door Car,Small,2011-02-07
3906,VQ67172,Oregon,No,Basic,College,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L2,4,Agent,Four-Door Car,Small,2011-01-09
3907,MF23895,Arizona,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,Corporate L3,4,Agent,Four-Door Car,Medsize,2011-01-13
3908,AA10041,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,1,Call Center,SUV,Medsize,2011-02-02
3909,DV36320,California,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L3,4,Branch,Luxury SUV,Medsize,2011-01-18
3910,UE72026,California,No,Extended,College,Employed,F,Rural,Divorced,Personal Auto,Personal L2,3,Agent,Sports Car,Small,2011-01-28
3911,SE78641,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,1,Call Center,Two-Door Car,Large,2011-01-16
3912,YC69616,Arizona,Yes,Basic,College,Retired,F,Suburban,Married,Personal Auto,Personal L3,2,Branch,Two-Door Car,Large,2011-01-24
3913,SM10254,Oregon,Yes,Extended,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,Personal L1,2,Agent,SUV,Small,2011-01-10
3914,AG45299,California,No,Basic,College,Employed,M,Rural,Divorced,Personal Auto,Personal L3,2,Web,SUV,Small,2011-01-20
3915,KS45476,Washington,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L3,1,Agent,Sports Car,Large,2011-02-10
3916,No69427,California,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,Corporate L3,4,Agent,Four-Door Car,Medsize,2011-02-07
3917,BA52133,California,No,Basic,Master,Employed,M,Suburban,Married,Personal Auto,Personal L2,3,Call Center,Four-Door Car,Small,2011-02-11
3918,WT59944,California,No,Premium,College,Employed,F,Rural,Divorced,Personal Auto,Personal L1,2,Call Center,Sports Car,Medsize,2011-02-15
3919,XV30885,California,No,Basic,College,Employed,M,Urban,Divorced,Personal Auto,Personal L3,1,Agent,SUV,Medsize,2011-01-25
3920,LU79865,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,1,Agent,Four-Door Car,Small,2011-02-27
3921,BL29046,Oregon,Yes,Basic,Doctor,Employed,F,Urban,Married,Corporate Auto,Corporate L2,2,Branch,Four-Door Car,Medsize,2011-02-22
3922,AM34581,Oregon,No,Extended,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L2,2,Branch,Two-Door Car,Medsize,2011-01-05
3923,YN75239,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L3,3,Agent,Luxury SUV,Small,2011-01-12
3924,OJ84485,California,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Personal Auto,Personal L2,1,Call Center,SUV,Medsize,2011-01-27
3925,JA12995,Oregon,No,Basic,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,3,Agent,Four-Door Car,Medsize,2011-02-15
3926,OD85990,Oregon,No,Basic,Bachelor,Disabled,F,Suburban,Divorced,Corporate Auto,Corporate L3,1,Branch,SUV,Medsize,2011-02-14
3927,NZ57264,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,4,Call Center,SUV,Medsize,2011-01-26
3928,OL39995,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L2,4,Agent,Four-Door Car,Medsize,2011-02-25
3929,LK51620,California,No,Premium,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,1,Branch,Four-Door Car,Small,2011-01-15
3930,ZB91993,Arizona,Yes,Extended,College,Retired,M,Suburban,Married,Personal Auto,Personal L3,1,Agent,Four-Door Car,Medsize,2011-01-25
3931,SZ60342,Arizona,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,1,Agent,Two-Door Car,Small,2011-01-13
3932,WE80653,Oregon,No,Basic,Bachelor,Unemployed,F,Rural,Divorced,Personal Auto,Personal L3,1,Agent,SUV,Medsize,2011-02-03
3933,EE28119,Arizona,No,Premium,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Personal L3,1,Agent,Two-Door Car,Medsize,2011-02-03
3934,GA49547,Washington,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L3,1,Branch,Four-Door Car,Medsize,2011-02-18
3935,BA92673,Oregon,No,Basic,High School or Below,Unemployed,F,Rural,Married,Personal Auto,Personal L2,2,Web,Four-Door Car,Large,2011-02-05
3936,PT70350,Oregon,No,Premium,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,4,Agent,Four-Door Car,Medsize,2011-02-21
3937,KL29678,Oregon,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Personal L3,2,Agent,Sports Car,Medsize,2011-01-08
3938,HL84679,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,3,Call Center,Four-Door Car,Medsize,2011-02-17
3939,GH94657,California,No,Basic,Bachelor,Disabled,M,Suburban,Married,Personal Auto,Personal L2,2,Call Center,Four-Door Car,Medsize,2011-01-27
3940,EZ71780,Arizona,No,Extended,High School or Below,Disabled,F,Suburban,Divorced,Special Auto,Special L1,3,Agent,Four-Door Car,Medsize,2011-02-21
3941,BW76745,Oregon,Yes,Basic,Doctor,Employed,M,Rural,Divorced,Personal Auto,Personal L2,1,Agent,Four-Door Car,Large,2011-01-29
3942,TN64240,California,No,Extended,Bachelor,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,4,Call Center,Four-Door Car,Small,2011-02-21
3943,AE23906,Arizona,Yes,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L2,1,Branch,Four-Door Car,Medsize,2011-01-28
3944,CX20455,Arizona,Yes,Basic,College,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L3,1,Branch,SUV,Medsize,2011-01-30
3945,KX18446,Washington,Yes,Extended,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,2,Agent,Two-Door Car,Medsize,2011-02-13
3946,NR66922,Oregon,No,Extended,Master,Employed,M,Rural,Married,Corporate Auto,Corporate L3,3,Agent,Four-Door Car,Medsize,2011-02-18
3947,PQ27923,Washington,No,Extended,Master,Employed,M,Urban,Divorced,Personal Auto,Personal L2,3,Agent,Two-Door Car,Medsize,2011-01-08
3948,No81415,Arizona,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,4,Call Center,Four-Door Car,Small,2011-02-01
3949,OI48534,California,No,Basic,High School or Below,Employed,F,Rural,Single,Personal Auto,Personal L1,3,Web,Four-Door Car,Medsize,2011-02-14
3950,FH83537,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,3,Agent,Sports Car,Medsize,2011-01-04
3951,VH94792,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Special Auto,Special L3,2,Web,Four-Door Car,Medsize,2011-01-21
3952,VD37089,Washington,No,Extended,College,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L1,2,Branch,Four-Door Car,Medsize,2011-01-07
3953,UW68708,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,1,Web,Four-Door Car,Medsize,2011-01-20
3954,PV39600,California,No,Premium,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,4,Agent,Two-Door Car,Small,2011-01-06
3955,ZD42919,California,No,Basic,Master,Employed,M,Urban,Married,Personal Auto,Personal L1,2,Call Center,SUV,Medsize,2011-01-09
3956,ZX68434,California,No,Extended,Doctor,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L2,3,Web,SUV,Medsize,2011-01-13
3957,CH81088,Oregon,No,Extended,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,2,Call Center,Four-Door Car,Medsize,2011-02-02
3958,SV68939,Arizona,No,Extended,Master,Employed,F,Rural,Married,Personal Auto,Personal L3,2,Agent,SUV,Medsize,2011-02-27
3959,WI81695,Oregon,No,Extended,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,1,Agent,Four-Door Car,Medsize,2011-01-27
3960,OU50429,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,2,Agent,Four-Door Car,Small,2011-02-04
3961,TE44937,Oregon,Yes,Basic,High School or Below,Disabled,F,Suburban,Married,Personal Auto,Personal L2,2,Agent,SUV,Small,2011-02-23
3962,GC29421,California,No,Basic,High School or Below,Employed,F,Rural,Divorced,Personal Auto,Personal L3,3,Call Center,Four-Door Car,Medsize,2011-01-08
3963,RF71693,Arizona,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,Corporate L3,1,Agent,Four-Door Car,Medsize,2011-01-30
3964,JZ22920,Arizona,No,Extended,Master,Employed,M,Suburban,Married,Personal Auto,Personal L3,3,Agent,Four-Door Car,Medsize,2011-01-30
3965,ZL68596,Arizona,No,Basic,Master,Employed,M,Rural,Married,Special Auto,Special L1,2,Branch,Four-Door Car,Medsize,2011-02-03
3966,GV91160,Oregon,Yes,Extended,High School or Below,Retired,F,Suburban,Married,Personal Auto,Personal L3,2,Agent,Four-Door Car,Large,2011-01-20
3967,PC80039,Oregon,Yes,Basic,Bachelor,Disabled,F,Suburban,Divorced,Personal Auto,Personal L2,1,Web,Four-Door Car,Medsize,2011-01-11
3968,RH72839,Nevada,Yes,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L1,2,Call Center,Two-Door Car,Small,2011-02-14
3969,SV15363,California,Yes,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,2,Call Center,Two-Door Car,Large,2011-01-07
3970,CN17219,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,1,Agent,Two-Door Car,Small,2011-01-13
3971,ZM84839,California,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L1,1,Web,Two-Door Car,Medsize,2011-02-27
3972,ZO31878,Oregon,No,Basic,Master,Employed,F,Urban,Married,Personal Auto,Personal L3,1,Call Center,Four-Door Car,Small,2011-02-04
3973,BU70181,Arizona,Yes,Basic,Master,Employed,M,Rural,Divorced,Personal Auto,Personal L3,2,Branch,Four-Door Car,Small,2011-01-31
3974,RN20799,Arizona,No,Basic,High School or Below,Retired,F,Suburban,Married,Personal Auto,Personal L2,2,Agent,Four-Door Car,Small,2011-01-27
3975,VF58561,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,1,Agent,Four-Door Car,Medsize,2011-02-08
3976,HU26687,California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L3,2,Branch,Four-Door Car,Medsize,2011-01-18
3977,VT84289,California,No,Basic,College,Employed,F,Suburban,Single,Personal Auto,Personal L1,1,Agent,Four-Door Car,Medsize,2011-02-06
3978,ZG17326,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L2,2,Agent,Four-Door Car,Large,2011-02-11
3979,ZR84007,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L1,2,Branch,Four-Door Car,Medsize,2011-01-05
3980,WM17695,Washington,No,Extended,Doctor,Employed,F,Suburban,Married,Personal Auto,Personal L3,1,Agent,SUV,Large,2011-02-25
3981,YR76491,Oregon,No,Extended,College,Unemployed,F,Rural,Married,Personal Auto,Personal L2,2,Branch,SUV,Medsize,2011-01-22
3982,NY93341,Arizona,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L2,3,Branch,SUV,Medsize,2011-02-16
3983,BC87161,Oregon,Yes,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L1,2,Agent,Two-Door Car,Medsize,2011-01-03
3984,PW23851,Oregon,No,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L2,1,Agent,SUV,Small,2011-01-15
3985,UM73815,Arizona,No,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,1,Call Center,SUV,Medsize,2011-01-13
3986,HW19506,Arizona,Yes,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,1,Branch,SUV,Medsize,2011-01-27
3987,JF90784,California,No,Extended,High School or Below,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L2,1,Branch,SUV,Small,2011-01-08
3988,OW15518,Washington,No,Extended,College,Unemployed,F,Rural,Married,Personal Auto,Personal L2,2,Web,Two-Door Car,Medsize,2011-01-10
3989,BR28896,Nevada,No,Extended,High School or Below,Employed,M,Urban,Single,Personal Auto,Personal L3,2,Web,Two-Door Car,Large,2011-01-10
3990,PD32943,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,2,Branch,Four-Door Car,Small,2011-01-06
3991,GM83516,Arizona,No,Basic,College,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L2,2,Agent,Four-Door Car,Medsize,2011-01-07
3992,BK15048,Arizona,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,1,Branch,Four-Door Car,Small,2011-01-20
3993,RA27021,Nevada,No,Extended,Bachelor,Disabled,F,Rural,Married,Corporate Auto,Corporate L1,2,Agent,Four-Door Car,Large,2011-01-01
3994,JW15941,California,No,Extended,Master,Employed,M,Rural,Married,Personal Auto,Personal L3,2,Web,Two-Door Car,Medsize,2011-01-29
3995,GP20408,Oregon,Yes,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,2,Agent,Two-Door Car,Small,2011-01-28
3996,AM57175,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,1,Branch,Four-Door Car,Small,2011-01-06
3997,RI40862,Nevada,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L3,1,Agent,Four-Door Car,Small,2011-02-18
3998,EY86980,Oregon,No,Extended,Bachelor,Employed,M,Rural,Single,Corporate Auto,Corporate L2,4,Agent,Two-Door Car,Medsize,2011-01-14
3999,FG24850,Oregon,Yes,Basic,Master,Disabled,F,Suburban,Divorced,Personal Auto,Personal L2,1,Agent,Four-Door Car,Small,2011-01-28
4000,JB39997,California,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L1,4,Call Center,Four-Door Car,Medsize,2011-02-24
4001,CG43444,California,No,Extended,Bachelor,Employed,F,Rural,Divorced,Personal Auto,Personal L3,2,Branch,Four-Door Car,Small,2011-01-27
4002,ZG69918,Oregon,No,Basic,College,Disabled,M,Urban,Married,Special Auto,Special L2,1,Call Center,Four-Door Car,Medsize,2011-01-14
4003,GM70734,California,No,Extended,College,Medical Leave,F,Urban,Divorced,Corporate Auto,Corporate L3,1,Agent,Two-Door Car,Medsize,2011-01-29
4004,PM14429,California,No,Extended,College,Employed,M,Urban,Single,Personal Auto,Personal L3,1,Branch,Four-Door Car,Medsize,2011-02-04
4005,FD55376,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,3,Agent,Four-Door Car,Medsize,2011-02-22
4006,PS25185,Washington,No,Premium,Bachelor,Medical Leave,F,Suburban,Single,Corporate Auto,Corporate L3,1,Web,Two-Door Car,Medsize,2011-01-20
4007,YE70791,California,Yes,Basic,High School or Below,Medical Leave,M,Suburban,Single,Personal Auto,Personal L2,2,Call Center,Four-Door Car,Medsize,2011-02-26
4008,UN52560,Arizona,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,2,Branch,Four-Door Car,Small,2011-02-14
4009,SS95187,Arizona,No,Extended,Bachelor,Employed,M,Urban,Divorced,Personal Auto,Personal L3,4,Branch,Four-Door Car,Medsize,2011-01-29
4010,OU62959,California,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L2,3,Web,Luxury SUV,Medsize,2011-02-09
4011,ZV36800,Oregon,No,Basic,Bachelor,Disabled,M,Suburban,Married,Corporate Auto,Corporate L3,3,Branch,Sports Car,Medsize,2011-01-23
4012,XF83901,Arizona,No,Premium,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,1,Branch,Four-Door Car,Large,2011-01-12
4013,RE12758,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,4,Agent,Four-Door Car,Medsize,2011-02-22
4014,CH97666,California,No,Basic,Bachelor,Retired,M,Suburban,Married,Personal Auto,Personal L1,3,Web,Sports Car,Medsize,2011-01-14
4015,NU25698,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,1,Agent,SUV,Medsize,2011-02-16
4016,ZV80216,Oregon,Yes,Premium,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,2,Web,SUV,Medsize,2011-01-26
4017,PB47955,Oregon,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,2,Branch,SUV,Medsize,2011-01-11
4018,BD36887,Nevada,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L1,1,Agent,Sports Car,Medsize,2011-01-27
4019,JG65202,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,1,Agent,Two-Door Car,Medsize,2011-01-29
4020,YV76240,Oregon,No,Extended,College,Employed,F,Urban,Married,Corporate Auto,Corporate L2,1,Call Center,SUV,Large,2011-01-04
4021,LN28900,California,No,Extended,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,1,Web,Four-Door Car,Small,2011-02-23
4022,IN77241,Washington,No,Basic,Bachelor,Employed,M,Urban,Married,Corporate Auto,Corporate L1,2,Branch,Two-Door Car,Medsize,2011-02-06
4023,DI42246,Arizona,No,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,1,Agent,Four-Door Car,Medsize,2011-01-20
4024,SE86346,Nevada,No,Basic,College,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,2,Web,Four-Door Car,Small,2011-02-16
4025,FK46365,Washington,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,2,Agent,SUV,Small,2011-02-03
4026,XW93623,Nevada,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L3,3,Agent,Luxury SUV,Medsize,2011-02-09
4027,FJ62579,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,1,Call Center,Luxury SUV,Small,2011-01-20
4028,ZZ22193,California,No,Basic,Master,Employed,F,Suburban,Single,Personal Auto,Personal L2,1,Agent,Four-Door Car,Medsize,2011-01-05
4029,ZY77695,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,1,Agent,Two-Door Car,Medsize,2011-01-10
4030,ZJ65064,California,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,3,Call Center,Four-Door Car,Medsize,2011-02-05
4031,FA59186,California,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,1,Web,Two-Door Car,Medsize,2011-01-14
4032,XS74336,Washington,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,4,Web,Four-Door Car,Small,2011-02-22
4033,RT80802,Nevada,No,Basic,College,Disabled,M,Rural,Married,Personal Auto,Personal L3,1,Branch,Sports Car,Small,2011-01-19
4034,KN65809,Washington,No,Extended,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,1,Agent,Four-Door Car,Small,2011-01-04
4035,QF17381,Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,1,Agent,Four-Door Car,Small,2011-01-06
4036,JF16897,Oregon,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,1,Branch,Four-Door Car,Medsize,2011-02-23
4037,PB90912,California,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,2,Web,Luxury SUV,Large,2011-02-08
4038,CH50339,Arizona,No,Basic,Master,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L2,4,Call Center,Four-Door Car,Small,2011-01-08
4039,GU41198,California,No,Extended,Bachelor,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L3,1,Call Center,Four-Door Car,Medsize,2011-01-07
4040,CT96082,Oregon,No,Basic,Bachelor,Disabled,F,Rural,Married,Corporate Auto,Corporate L3,1,Call Center,Two-Door Car,Medsize,2011-01-05
4041,KP26590,Nevada,No,Extended,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L2,1,Branch,Four-Door Car,Large,2011-02-16
4042,ZQ51896,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Special Auto,Special L1,4,Web,SUV,Large,2011-01-22
4043,BI34286,Oregon,No,Extended,Master,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,1,Branch,Four-Door Car,Medsize,2011-02-27
4044,XJ97760,California,No,Basic,Master,Employed,M,Urban,Single,Personal Auto,Personal L1,1,Call Center,Four-Door Car,Medsize,2011-01-01
4045,CO71128,California,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,2,Agent,Luxury SUV,Medsize,2011-01-07
4046,SJ88799,Washington,No,Premium,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L2,3,Agent,Four-Door Car,Medsize,2011-01-05
4047,RC74014,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Special Auto,Special L3,3,Web,Two-Door Car,Small,2011-01-27
4048,CP66511,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L3,2,Agent,Two-Door Car,Small,2011-02-10
4049,JG13893,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,4,Call Center,Two-Door Car,Large,2011-01-19
4050,ER49844,Arizona,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L1,4,Call Center,Four-Door Car,Medsize,2011-01-19
4051,AU91447,Oregon,Yes,Basic,Doctor,Employed,M,Suburban,Married,Special Auto,Special L2,1,Agent,SUV,Large,2011-01-14
4052,SK58227,California,Yes,Basic,High School or Below,Employed,F,Urban,Single,Personal Auto,Personal L2,1,Agent,SUV,Small,2011-02-03
4053,HG23705,Arizona,No,Basic,Bachelor,Employed,F,Rural,Single,Personal Auto,Personal L3,2,Agent,Four-Door Car,Medsize,2011-01-05
4054,MV93555,Oregon,No,Extended,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L3,2,Web,SUV,Medsize,2011-01-14
4055,VQ20924,Arizona,No,Extended,High School or Below,Disabled,F,Suburban,Married,Corporate Auto,Corporate L3,2,Agent,Two-Door Car,Large,2011-02-10
4056,AR59416,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,4,Web,SUV,Medsize,2011-02-22
4057,DF65548,California,No,Premium,Master,Employed,F,Suburban,Married,Personal Auto,Personal L2,1,Agent,Two-Door Car,Small,2011-01-24
4058,PA28328,California,Yes,Extended,College,Employed,F,Urban,Married,Corporate Auto,Corporate L3,2,Branch,Four-Door Car,Medsize,2011-01-06
4059,WY31530,Oregon,No,Basic,Doctor,Unemployed,M,Rural,Married,Personal Auto,Personal L2,2,Branch,Two-Door Car,Medsize,2011-02-15
4060,LV89056,California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,1,Call Center,Four-Door Car,Medsize,2011-01-18
4061,KC49055,Oregon,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L2,4,Agent,Two-Door Car,Medsize,2011-01-21
4062,RA62150,Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,2,Branch,SUV,Medsize,2011-02-08
4063,OY70124,Washington,Yes,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L3,1,Branch,SUV,Medsize,2011-01-07
4064,OT94107,Oregon,No,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L2,2,Branch,Four-Door Car,Small,2011-02-14
4065,CF27806,California,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,2,Agent,SUV,Medsize,2011-02-17
4066,EK50729,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,1,Branch,Four-Door Car,Medsize,2011-01-17
4067,TF53472,Oregon,No,Basic,Bachelor,Employed,F,Urban,Divorced,Personal Auto,Personal L3,1,Agent,Four-Door Car,Medsize,2011-02-01
4068,PG50529,California,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,1,Call Center,Four-Door Car,Small,2011-02-10
4069,QT46509,Oregon,No,Extended,College,Disabled,M,Suburban,Married,Personal Auto,Personal L3,3,Branch,Four-Door Car,Small,2011-01-31
4070,LI72489,Nevada,No,Premium,Bachelor,Employed,M,Rural,Married,Corporate Auto,Corporate L3,4,Web,SUV,Medsize,2011-02-26
4071,MF74413,Oregon,Yes,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,1,Agent,SUV,Medsize,2011-01-31
4072,SI58884,California,No,Basic,College,Retired,M,Suburban,Married,Personal Auto,Personal L3,2,Web,SUV,Large,2011-01-22
4073,KG53604,Oregon,Yes,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L1,1,Branch,Four-Door Car,Medsize,2011-01-28
4074,XB97091,Arizona,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L1,1,Web,Sports Car,Medsize,2011-02-18
4075,JS12902,Oregon,No,Basic,High School or Below,Medical Leave,F,Rural,Married,Corporate Auto,Corporate L3,3,Branch,Sports Car,Medsize,2011-02-16
4076,LL14393,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,3,Call Center,Four-Door Car,Medsize,2011-01-05
4077,UJ71101,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,3,Web,Sports Car,Medsize,2011-02-19
4078,ZY95807,California,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L2,1,Web,Luxury SUV,Small,2011-01-07
4079,GA72966,Oregon,Yes,Extended,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L3,1,Agent,Luxury SUV,Medsize,2011-02-10
4080,WS36101,Oregon,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,2,Agent,Four-Door Car,Medsize,2011-01-19
