Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size
DN30013,Oregon,No,Basic,College,2011-01-16,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Small
ZI60303,Oregon,No,Extended,High School or Below,2011-01-28,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Branch,Sports Car,Medsize
MR56401,Oregon,No,Basic,College,2011-02-13,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Call Center,Four-Door Car,Large
FM14335,Washington,Yes,Extended,College,2011-02-01,Employed,F,Rural,Divorced,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize
FK54851,California,No,Extended,High School or Below,2011-01-31,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Medsize
YF38355,Washington,No,Basic,Master,2011-02-25,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer2,Web,SUV,Medsize
TN39471,Arizona,No,Extended,High School or Below,2011-02-08,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Agent,Two-Door Car,Medsize
MT53449,Arizona,Yes,Extended,Master,2011-02-17,Retired,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Medsize
DV22542,California,No,Basic,High School or Below,2011-01-27,Employed,M,Urban,Divorced,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Large
TO82744,California,No,Extended,High School or Below,2011-01-04,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer3,Agent,Luxury SUV,Large
OG17756,Arizona,Yes,Extended,College,2011-02-14,Retired,F,Suburban,Divorced,Personal Auto,Personal L2,Offer1,Agent,Sports Car,Medsize
DO51363,Oregon,No,Extended,Bachelor,2011-02-04,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Call Center,Two-Door Car,Medsize
BJ26599,Oregon,No,Basic,Bachelor,2011-01-02,Retired,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Small
LX24476,Oregon,No,Extended,Bachelor,2011-01-24,Unemployed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize
IO63361,Arizona,No,Extended,College,2011-02-16,Employed,M,Rural,Divorced,Personal Auto,Personal L1,Offer1,Branch,SUV,Medsize
SD30853,Oregon,No,Basic,College,2011-02-07,Employed,F,Suburban,Single,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Small
OJ41819,Oregon,No,Basic,College,2011-02-02,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer3,Call Center,Four-Door Car,Small
MO63575,Oregon,Yes,Extended,Bachelor,2011-02-27,Retired,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,SUV,Medsize
BV16459,Oregon,No,Extended,College,2011-02-22,Unemployed,M,Urban,Married,Personal Auto,Personal L3,Offer3,Call Center,Two-Door Car,Medsize
YV93784,Arizona,No,Basic,Master,2011-02-21,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize
UF32055,California,No,Premium,Bachelor,2011-02-10,Employed,M,Urban,Divorced,Personal Auto,Personal L2,Offer2,Web,SUV,Medsize
UQ16798,Arizona,Yes,Extended,College,2011-02-14,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize
LS59637,Arizona,Yes,Basic,College,2011-01-24,Retired,F,Suburban,Married,Corporate Auto,Corporate L2,Offer2,Branch,Two-Door Car,Large
TX35617,California,No,Basic,Bachelor,2011-01-22,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,SUV,Medsize
EX89625,Arizona,No,Basic,Bachelor,2011-01-10,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Web,Two-Door Car,Medsize
FD11364,Oregon,No,Extended,Bachelor,2011-01-31,Employed,F,Suburban,Single,Special Auto,Special L3,Offer2,Call Center,Four-Door Car,Medsize
FA90076,Oregon,No,Basic,Bachelor,2011-02-07,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,Two-Door Car,Medsize
BG96711,California,No,Basic,Bachelor,2011-01-11,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer2,Branch,Four-Door Car,Small
PW31239,Oregon,Yes,Basic,College,2011-02-26,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
MD95935,California,No,Basic,Bachelor,2011-01-11,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer3,Web,Two-Door Car,Medsize
UL10037,Oregon,Yes,Extended,College,2011-02-01,Employed,F,Rural,Divorced,Corporate Auto,Corporate L1,Offer2,Agent,Four-Door Car,Medsize
RE67051,California,No,Basic,Bachelor,2011-02-11,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Small
SB44315,Arizona,No,Extended,College,2011-02-02,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
OX21474,California,No,Basic,High School or Below,2011-01-23,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer3,Web,Four-Door Car,Medsize
HN60464,California,No,Extended,Bachelor,2011-02-16,Unemployed,M,Urban,Married,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Medsize
TJ51874,Washington,No,Basic,High School or Below,2011-02-13,Medical Leave,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Web,SUV,Medsize
PB63095,Washington,Yes,Extended,High School or Below,2011-01-01,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Two-Door Car,Medsize
VR81851,Oregon,No,Basic,College,2011-01-25,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Agent,Four-Door Car,Medsize
DP13082,California,Yes,Basic,Bachelor,2011-01-31,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize
LP34743,Oregon,Yes,Extended,Bachelor,2011-01-10,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Small
GO75708,Arizona,No,Extended,Master,2011-02-06,Disabled,F,Rural,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize
UD99460,Washington,No,Extended,Bachelor,2011-01-09,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer4,Branch,Four-Door Car,Medsize
MJ77630,Oregon,No,Extended,High School or Below,2011-02-10,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,SUV,Medsize
OO49507,Washington,No,Basic,Doctor,2011-02-03,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer1,Branch,Sports Car,Medsize
GB12561,Oregon,No,Basic,College,2011-02-27,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Agent,Sports Car,Medsize
PW69692,Oregon,Yes,Extended,College,2011-01-06,Employed,F,Urban,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
SM36624,Arizona,No,Extended,High School or Below,2011-01-23,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Luxury SUV,Medsize
DA61021,California,No,Basic,Master,2011-01-04,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer1,Agent,Luxury SUV,Medsize
KJ72146,Oregon,No,Basic,Bachelor,2011-01-20,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Offer4,Web,Four-Door Car,Small
XJ61632,Oregon,No,Basic,Bachelor,2011-01-16,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Web,Four-Door Car,Medsize
CO23919,Oregon,No,Basic,Bachelor,2011-01-10,Employed,F,Rural,Single,Special Auto,Special L2,Offer2,Agent,SUV,Medsize
PV24005,Oregon,No,Basic,High School or Below,2011-02-08,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer3,Web,Four-Door Car,Small
YD22081,Arizona,No,Extended,College,2011-01-13,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
SG51259,California,No,Extended,High School or Below,2011-01-05,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,SUV,Medsize
OK31456,California,Yes,Premium,Bachelor,2011-01-24,Employed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer2,Agent,Luxury Car,Medsize
UN38117,California,No,Basic,College,2011-01-16,Unemployed,F,Urban,Married,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Medsize
TN17395,California,Yes,Basic,College,2011-01-30,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize
UO49439,Oregon,No,Basic,College,2011-01-21,Employed,M,Rural,Divorced,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
JK13254,Oregon,No,Basic,Bachelor,2011-01-17,Retired,M,Suburban,Married,Personal Auto,Personal L3,Offer1,Web,SUV,Medsize
BL29240,Oregon,No,Basic,Bachelor,2011-02-04,Employed,M,Rural,Married,Corporate Auto,Corporate L2,Offer2,Call Center,Four-Door Car,Medsize
IP81759,Nevada,No,Extended,High School or Below,2011-01-06,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer4,Call Center,Luxury Car,Small
DY18947,Arizona,No,Premium,High School or Below,2011-02-21,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
PY98041,Oregon,No,Basic,Bachelor,2011-01-20,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize
GP99578,Nevada,No,Basic,High School or Below,2011-01-13,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Luxury SUV,Medsize
QB15706,Washington,No,Premium,College,2011-02-15,Unemployed,F,Suburban,Married,Special Auto,Special L3,Offer3,Agent,SUV,Small
PY42157,Washington,No,Basic,High School or Below,2011-01-27,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer4,Agent,Four-Door Car,Large
FM38725,Oregon,No,Basic,High School or Below,2011-02-21,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer4,Web,Four-Door Car,Medsize
QX84402,California,Yes,Extended,College,2011-02-01,Retired,F,Suburban,Single,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Small
DH95491,California,No,Basic,High School or Below,2011-02-26,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
JH36501,Arizona,No,Basic,Doctor,2011-01-23,Employed,M,Urban,Single,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Medsize
DG46291,Nevada,No,Premium,High School or Below,2011-01-21,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer1,Call Center,Four-Door Car,Medsize
LY14355,Washington,No,Basic,High School or Below,2011-02-27,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Web,Two-Door Car,Small
AU94279,California,No,Basic,High School or Below,2011-01-03,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer3,Agent,Two-Door Car,Medsize
AG62140,California,No,Basic,College,2011-01-05,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Small
YK66939,Arizona,No,Basic,College,2011-01-25,Medical Leave,F,Suburban,Single,Personal Auto,Personal L2,Offer3,Call Center,SUV,Medsize
BA75404,Oregon,No,Basic,Doctor,2011-01-19,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Medsize
ZG10765,Nevada,Yes,Extended,Bachelor,2011-01-19,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Small
TA22923,Arizona,No,Basic,Master,2011-01-16,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Four-Door Car,Small
OM55336,Nevada,Yes,Basic,College,2011-02-06,Employed,M,Urban,Single,Personal Auto,Personal L2,Offer2,Agent,Two-Door Car,Medsize
MB60322,Arizona,Yes,Basic,Doctor,2011-02-22,Employed,F,Urban,Married,Special Auto,Special L2,Offer2,Branch,Four-Door Car,Medsize
FS97588,Oregon,No,Basic,Bachelor,2011-02-22,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Medsize
OX73233,Oregon,No,Basic,College,2011-02-26,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Offer3,Web,Two-Door Car,Small
KR25511,Washington,Yes,Extended,High School or Below,2011-01-12,Employed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Medsize
PE39479,Washington,No,Extended,College,2011-02-06,Employed,M,Urban,Married,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Large
AO46433,California,No,Premium,Bachelor,2011-01-20,Unemployed,F,Suburban,Married,Personal Auto,Personal L2,Offer1,Branch,Four-Door Car,Medsize
CD71502,Arizona,No,Basic,High School or Below,2011-02-28,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize
ZS94723,Arizona,No,Extended,High School or Below,2011-02-05,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer1,Agent,Four-Door Car,Medsize
EV32492,Arizona,No,Basic,Bachelor,2011-02-01,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer4,Web,Four-Door Car,Medsize
IW27109,Oregon,No,Basic,College,2011-01-11,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize
XX37955,Nevada,No,Basic,College,2011-02-22,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Offer4,Call Center,SUV,Medsize
MO68226,California,Yes,Extended,College,2011-01-28,Employed,F,Rural,Married,Personal Auto,Personal L2,Offer2,Call Center,Two-Door Car,Small
HY86417,Arizona,No,Extended,College,2011-02-13,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Call Center,Two-Door Car,Medsize
WI14444,California,No,Basic,High School or Below,2011-02-27,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer4,Agent,Two-Door Car,Medsize
XC72555,Oregon,No,Basic,High School or Below,2011-01-21,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer4,Web,SUV,Small
SZ37147,California,No,Basic,Bachelor,2011-01-21,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer4,Branch,Four-Door Car,Medsize
HF44881,Arizona,No,Basic,High School or Below,2011-01-06,Employed,M,Suburban,Single,Corporate Auto,Corporate L2,Offer1,Web,Sports Car,Medsize
GA98025,Arizona,No,Basic,Bachelor,2011-02-04,Retired,M,Suburban,Single,Personal Auto,Personal L2,Offer1,Call Center,SUV,Medsize
LO57874,Oregon,Yes,Basic,Bachelor,2011-01-15,Retired,M,Suburban,Divorced,Corporate Auto,Corporate L3,Offer1,Agent,Four-Door Car,Large
VJ83206,California,No,Basic,College,2011-01-06,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer4,Branch,Four-Door Car,Medsize
CV35709,Oregon,Yes,Premium,High School or Below,2011-02-19,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Offer2,Web,Four-Door Car,Medsize
VX67206,Oregon,Yes,Extended,Bachelor,2011-01-20,Employed,F,Urban,Divorced,Corporate Auto,Corporate L3,Offer2,Web,Four-Door Car,Medsize
WY38315,California,No,Basic,College,2011-01-18,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer3,Agent,SUV,Medsize
AY52869,California,Yes,Basic,College,2011-02-11,Retired,M,Suburban,Single,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
PT29055,Oregon,No,Basic,Bachelor,2011-01-29,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Four-Door Car,Medsize
HF62608,Oregon,No,Extended,College,2011-02-27,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer1,Branch,Four-Door Car,Medsize
PJ54354,California,No,Basic,Bachelor,2011-01-21,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Call Center,Four-Door Car,Medsize
VW13019,Nevada,Yes,Extended,College,2011-02-14,Retired,F,Suburban,Divorced,Corporate Auto,Corporate L2,Offer1,Agent,Sports Car,Medsize
PY80506,Oregon,No,Basic,High School or Below,2011-01-15,Employed,M,Urban,Married,Personal Auto,Personal L2,Offer4,Agent,Sports Car,Medsize
CF46699,Oregon,Yes,Basic,Bachelor,2011-01-07,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,SUV,Medsize
SF15712,Oregon,No,Extended,High School or Below,2011-02-21,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize
MX69639,California,No,Extended,High School or Below,2011-02-11,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Large
EZ41764,California,No,Basic,Bachelor,2011-02-26,Employed,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Agent,Four-Door Car,Medsize
BD58297,California,No,Basic,Bachelor,2011-02-27,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Branch,Two-Door Car,Medsize
FM55990,California,Yes,Premium,College,2011-01-19,Employed,M,Suburban,Single,Personal Auto,Personal L1,Offer2,Branch,Sports Car,Medsize
LZ89104,Oregon,No,Extended,High School or Below,2011-02-23,Employed,M,Suburban,Married,Personal Auto,Personal L3,Offer4,Agent,Four-Door Car,Large
CI38330,Washington,No,Basic,Bachelor,2011-02-12,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
NT15165,California,No,Premium,Bachelor,2011-01-03,Employed,F,Urban,Married,Corporate Auto,Corporate L1,Offer2,Branch,Two-Door Car,Medsize
RQ77476,Oregon,No,Premium,Bachelor,2011-02-26,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
QB15345,California,No,Basic,High School or Below,2011-02-08,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer4,Web,Four-Door Car,Medsize
DX65548,Arizona,Yes,Basic,College,2011-01-31,Employed,F,Suburban,Divorced,Personal Auto,Personal L1,Offer2,Call Center,Four-Door Car,Medsize
RI52095,Washington,No,Basic,High School or Below,2011-02-02,Employed,M,Suburban,Single,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
RK76184,Arizona,No,Basic,College,2011-02-07,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Web,Four-Door Car,Medsize
EH86912,California,No,Basic,College,2011-02-27,Disabled,M,Suburban,Married,Personal Auto,Personal L2,Offer3,Agent,SUV,Medsize
TJ90326,California,No,Extended,Doctor,2011-02-02,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Call Center,Four-Door Car,Small
ES93923,Oregon,No,Premium,Bachelor,2011-02-06,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Small
BY23642,Arizona,No,Basic,Bachelor,2011-01-17,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Small
CV64725,California,No,Extended,High School or Below,2011-01-07,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Medsize
RN56430,Nevada,No,Basic,High School or Below,2011-02-15,Employed,F,Suburban,Married,Personal Auto,Personal L1,Offer3,Branch,Two-Door Car,Medsize
PD32052,California,No,Basic,High School or Below,2011-01-19,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
YG87460,Arizona,No,Basic,College,2011-01-16,Unemployed,M,Urban,Married,Personal Auto,Personal L2,Offer3,Branch,Four-Door Car,Medsize
BN90616,Washington,No,Basic,Bachelor,2011-02-06,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Medsize
BH36973,Oregon,No,Basic,College,2011-02-03,Employed,F,Urban,Married,Personal Auto,Personal L1,Offer2,Agent,Four-Door Car,Medsize
QN76156,Oregon,No,Basic,College,2011-01-03,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Small
ZJ15114,California,No,Basic,High School or Below,2011-01-12,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer4,Branch,Four-Door Car,Medsize
CM84035,Arizona,No,Premium,College,2011-01-07,Employed,M,Rural,Single,Corporate Auto,Corporate L3,Offer3,Call Center,Four-Door Car,Medsize
TZ22914,Oregon,No,Basic,Master,2011-01-14,Disabled,M,Urban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Large
MW80236,Washington,No,Basic,Master,2011-02-21,Unemployed,M,Suburban,Married,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
WO89464,Oregon,Yes,Basic,Bachelor,2011-02-05,Employed,M,Urban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Two-Door Car,Medsize
MK56815,California,No,Premium,College,2011-02-25,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
LJ64287,Nevada,No,Basic,High School or Below,2011-02-15,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Offer3,Call Center,Two-Door Car,Medsize
UK86050,Arizona,No,Basic,High School or Below,2011-02-24,Employed,F,Urban,Divorced,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Large
TQ24692,Oregon,No,Basic,High School or Below,2011-01-02,Employed,M,Urban,Married,Special Auto,Special L2,Offer2,Web,Four-Door Car,Medsize
QO16222,California,No,Basic,College,2011-02-27,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer2,Call Center,Luxury SUV,Small
SU86402,Arizona,No,Extended,High School or Below,2011-01-30,Disabled,F,Suburban,Married,Personal Auto,Personal L3,Offer1,Branch,Two-Door Car,Medsize
CI95726,Nevada,Yes,Extended,High School or Below,2011-01-15,Employed,F,Suburban,Married,Personal Auto,Personal L3,Offer2,Agent,Two-Door Car,Large
JE98863,Arizona,No,Extended,Bachelor,2011-02-18,Employed,F,Suburban,Married,Special Auto,Special L1,Offer1,Agent,Four-Door Car,Small
DD89544,Arizona,No,Extended,Bachelor,2011-01-10,Employed,M,Suburban,Married,Corporate Auto,Corporate L1,Offer1,Agent,Luxury SUV,Medsize
HK28125,California,No,Extended,High School or Below,2011-01-04,Unemployed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
VT52978,Nevada,No,Premium,High School or Below,2011-01-21,Employed,M,Suburban,Divorced,Corporate Auto,Corporate L2,Offer1,Call Center,Four-Door Car,Medsize
DU66620,Nevada,No,Basic,College,2011-02-13,Medical Leave,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Call Center,Two-Door Car,Medsize
YC83239,Washington,No,Extended,Bachelor,2011-01-13,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Offer4,Web,Two-Door Car,Medsize
VS40267,California,No,Basic,High School or Below,2011-02-08,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Offer2,Branch,SUV,Medsize
WJ55369,Arizona,No,Extended,High School or Below,2011-02-05,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
MZ23183,Oregon,No,Basic,Bachelor,2011-01-25,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Offer1,Call Center,Four-Door Car,Medsize
DV58197,California,Yes,Basic,Bachelor,2011-01-25,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Web,Two-Door Car,Medsize
RZ97514,Oregon,No,Basic,Master,2011-01-27,Unemployed,F,Suburban,Married,Personal Auto,Personal L1,Offer3,Agent,Four-Door Car,Medsize
ET90029,Arizona,No,Extended,Doctor,2011-02-12,Medical Leave,F,Urban,Married,Personal Auto,Personal L2,Offer2,Web,Sports Car,Small
SD21312,Nevada,Yes,Premium,College,2011-01-19,Employed,M,Suburban,Single,Personal Auto,Personal L2,Offer2,Branch,Sports Car,Medsize
FG31425,Arizona,No,Basic,College,2011-02-21,Employed,F,Suburban,Married,Special Auto,Special L2,Offer4,Agent,Four-Door Car,Medsize
FA15338,Arizona,No,Basic,High School or Below,2011-01-09,Medical Leave,M,Suburban,Married,Personal Auto,Personal L2,Offer4,Branch,Two-Door Car,Medsize
HD53787,California,No,Extended,College,2011-02-10,Medical Leave,F,Suburban,Married,Personal Auto,Personal L1,Offer4,Branch,Two-Door Car,Large
ME11422,California,No,Basic,College,2011-02-12,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Offer3,Agent,Four-Door Car,Small
QN36109,Nevada,No,Basic,Master,2011-02-08,Employed,F,Rural,Single,Personal Auto,Personal L3,Offer1,Branch,SUV,Medsize
UL80763,Oregon,Yes,Extended,Doctor,2011-01-08,Employed,F,Suburban,Married,Personal Auto,Personal L2,Offer2,Agent,Four-Door Car,Medsize
DH61947,Oregon,No,Extended,Bachelor,2011-02-12,Unemployed,M,Rural,Married,Personal Auto,Personal L2,Offer4,Call Center,Two-Door Car,Medsize
QX54905,Nevada,Yes,Basic,College,2011-01-26,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Offer2,Agent,Four-Door Car,Medsize
XQ39498,Oregon,No,Premium,High School or Below,2011-02-12,Employed,M,Suburban,Divorced,Personal Auto,Personal L1,Offer1,Agent,Four-Door Car,Medsize
FQ51281,Oregon,No,Basic,Bachelor,2011-01-27,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Large
NA45983,Arizona,No,Basic,College,2011-01-12,Employed,M,Rural,Divorced,Special Auto,Special L1,Offer1,Agent,Four-Door Car,Small
LC23144,California,No,Basic,High School or Below,2011-02-28,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Offer3,Web,SUV,Medsize
SG54382,Arizona,No,Extended,Bachelor,2011-02-03,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Offer1,Branch,Four-Door Car,Medsize
XH54129,California,No,Premium,High School or Below,2011-02-17,Employed,F,Urban,Married,Personal Auto,Personal L3,Offer4,Branch,Four-Door Car,Medsize
QD28391,Washington,No,Basic,College,2011-01-31,Employed,M,Rural,Married,Personal Auto,Personal L2,Offer2,Branch,Four-Door Car,Medsize
HX55735,Nevada,Yes,Basic,Bachelor,2011-01-30,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Offer1,Web,Two-Door Car,Medsize
AI49712,Washington,No,Basic,High School or Below,2011-01-21,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Offer3,Call Center,Four-Door Car,Large
YM53951,Oregon,No,Extended,College,2011-02-17,Employed,M,Urban,Divorced,Corporate Auto,Corporate L2,Offer1,Agent,Four-Door Car,Medsize
JO77924,Oregon,No,Extended,High School or Below,2011-01-29,Employed,M,Rural,Married,Personal Auto,Personal L3,Offer2,Agent,SUV,Medsize
EZ20115,California,No,Basic,Bachelor,2011-02-09,Employed,M,Urban,Married,Personal Auto,Personal L3,Offer1,Agent,Four-Door Car,Medsize
DD88614,California,No,Extended,Doctor,2011-01-21,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Offer3,Agent,Four-Door Car,Medsize
BO21461,California,No,Basic,College,2011-01-10,Employed,M,Rural,Single,Personal Auto,Personal L3,Offer4,Call Center,Four-Door Car,Medsize
EX13440,Oregon,No,Basic,High School or Below,2011-01-06,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L1,Offer3,Branch,SUV,Medsize
UB87714,Oregon,No,Extended,Master,2011-01-27,Employed,M,Rural,Divorced,Personal Auto,Personal L2,Offer1,Branch,SUV,Medsize
VW84197,Oregon,No,Basic,Bachelor,2011-02-20,Employed,F,Rural,Married,Personal Auto,Personal L3,Offer2,Branch,Four-Door Car,Medsize
