,alpha_customer,customer,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy,policy_n,renew_offer_type,sales_channel,vehicle_class,vehicle_size
5001,IL,25109,Nevada,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,2,1,Branch,Two-Door Car,Large
5002,OP,67672,Washington,No,Basic,Master,Employed,F,Suburban,Married,Personal Auto,Personal L,2,4,Agent,SUV,Medsize
5003,NW,73460,Arizona,No,Basic,High School or Below,Employed,F,Rural,Married,Corporate Auto,Corporate L,1,2,Branch,Two-Door Car,Medsize
5004,LW,57693,Oregon,No,Basic,College,Disabled,F,Suburban,Married,Personal Auto,Personal L,3,1,Call Center,Four-Door Car,Medsize
5005,JD,81426,Arizona,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L,1,3,Web,Four-Door Car,Medsize
5006,AM,99192,Arizona,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L,3,1,Call Center,SUV,Medsize
5007,LQ,31287,Oregon,No,Basic,College,Unemployed,F,Rural,Divorced,Personal Auto,Personal L,3,1,Agent,Two-Door Car,Medsize
5008,ZU,25563,California,Yes,Extended,College,Unemployed,F,Suburban,Divorced,Personal Auto,Personal L,1,2,Agent,Four-Door Car,Medsize
5009,RU,75949,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L,1,1,Agent,Sports Car,Medsize
5010,DV,85764,California,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L,2,2,Branch,Four-Door Car,Medsize
5011,VU,33725,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L,2,4,Branch,Four-Door Car,Medsize
5012,SV,43220,Oregon,Yes,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L,3,1,Branch,Four-Door Car,Medsize
5013,WL,61717,Arizona,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L,1,1,Agent,Four-Door Car,Medsize
5014,IW,17510,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,2,Call Center,Sports Car,Medsize
5015,ZS,35830,Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L,2,2,Call Center,Four-Door Car,Medsize
5016,TY,95197,Washington,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Medsize
5017,PU,73501,Arizona,Yes,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L,1,1,Agent,Four-Door Car,Medsize
5018,FP,65563,Washington,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L,3,4,Web,Luxury Car,Small
5019,IC,44995,Oregon,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L,3,3,Agent,SUV,Medsize
5020,AY,55759,California,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L,2,2,Agent,Two-Door Car,Large
5021,GO,94903,Oregon,Yes,Basic,College,Medical Leave,F,Suburban,Single,Personal Auto,Personal L,3,1,Web,Two-Door Car,Medsize
5022,TF,35512,Oregon,No,Extended,College,Employed,F,Suburban,Married,Corporate Auto,Corporate L,3,3,Agent,Four-Door Car,Medsize
5023,HY,43263,California,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L,3,2,Agent,Two-Door Car,Small
5024,WP,34496,Washington,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L,3,1,Branch,SUV,Large
5025,QE,73187,Oregon,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L,2,2,Call Center,SUV,Medsize
5026,WL,13766,Arizona,No,Basic,High School or Below,Employed,M,Urban,Single,Personal Auto,Personal L,3,3,Branch,Four-Door Car,Medsize
5027,VT,44999,Arizona,No,Basic,High School or Below,Unemployed,F,Suburban,Married,Personal Auto,Personal L,3,3,Agent,SUV,Medsize
5028,RZ,14993,California,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Special Auto,Special L,3,1,Agent,Sports Car,Medsize
5029,XI,14610,California,No,Extended,College,Medical Leave,F,Suburban,Married,Personal Auto,Personal L,2,2,Agent,Four-Door Car,Small
5030,VE,31268,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,3,Web,Four-Door Car,Medsize
5031,ZD,13262,Oregon,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L,2,4,Call Center,SUV,Small
5032,OJ,58066,Nevada,No,Extended,High School or Below,Employed,M,Rural,Divorced,Personal Auto,Personal L,3,1,Call Center,Four-Door Car,Medsize
5033,RK,81706,Arizona,No,Extended,College,Unemployed,F,Suburban,Married,Personal Auto,Personal L,3,4,Call Center,Four-Door Car,Medsize
5034,NI,18835,California,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L,3,2,Web,Four-Door Car,Medsize
5035,RA,87395,California,No,Basic,Bachelor,Unemployed,M,Rural,Married,Personal Auto,Personal L,3,1,Agent,SUV,Medsize
5036,QN,13323,Oregon,No,Basic,High School or Below,Employed,M,Rural,Single,Personal Auto,Personal L,1,2,Branch,SUV,Large
5037,BC,53363,Oregon,No,Premium,High School or Below,Employed,F,Suburban,Married,Special Auto,Special L,3,4,Web,SUV,Medsize
5038,VB,26229,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L,3,2,Branch,Four-Door Car,Medsize
5039,AD,28535,California,Yes,Extended,Master,Employed,F,Rural,Married,Personal Auto,Personal L,1,1,Branch,Four-Door Car,Large
5040,SE,50560,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L,2,3,Branch,Two-Door Car,Medsize
5041,YL,65673,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L,2,1,Agent,Four-Door Car,Small
5042,WK,65741,California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L,2,3,Agent,Two-Door Car,Medsize
5043,GZ,77449,California,No,Basic,College,Employed,M,Suburban,Single,Corporate Auto,Corporate L,3,4,Branch,Luxury Car,Medsize
5044,OF,49789,Oregon,No,Extended,College,Employed,F,Suburban,Married,Personal Auto,Personal L,1,1,Agent,Sports Car,Medsize
5045,YX,54093,Arizona,No,Basic,College,Unemployed,M,Rural,Divorced,Personal Auto,Personal L,2,4,Branch,Four-Door Car,Medsize
5046,TD,19026,California,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L,3,4,Agent,Two-Door Car,Medsize
5047,XT,67997,California,Yes,Extended,High School or Below,Employed,F,Suburban,Divorced,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Medsize
5048,WP,65749,Nevada,No,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L,3,4,Branch,Four-Door Car,Medsize
5049,YT,91759,California,Yes,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,2,2,Call Center,Two-Door Car,Large
5050,YH,20696,Oregon,No,Basic,College,Employed,M,Rural,Married,Personal Auto,Personal L,1,1,Branch,Four-Door Car,Medsize
5051,NS,14955,Oregon,No,Extended,Master,Employed,F,Rural,Married,Personal Auto,Personal L,2,4,Call Center,Four-Door Car,Small
5052,UH,79028,Nevada,Yes,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L,2,2,Call Center,Four-Door Car,Medsize
5053,JM,89095,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L,2,1,Call Center,Two-Door Car,Medsize
5054,NK,26146,Washington,No,Basic,College,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L,3,4,Call Center,Four-Door Car,Small
5055,HE,99696,Washington,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,1,Call Center,Four-Door Car,Small
5056,HH,15953,California,No,Extended,Bachelor,Disabled,M,Suburban,Divorced,Personal Auto,Personal L,3,3,Agent,Four-Door Car,Medsize
5057,ZO,30377,California,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Medsize
5058,VZ,23007,Oregon,Yes,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L,2,1,Agent,Four-Door Car,Medsize
5059,DF,74270,Nevada,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,Corporate L,1,4,Agent,SUV,Medsize
5060,SE,47384,California,No,Extended,Bachelor,Employed,F,Suburban,Married,Special Auto,Special L,3,3,Agent,SUV,Medsize
5061,CS,84396,Arizona,No,Basic,Bachelor,Employed,M,Suburban,Single,Corporate Auto,Corporate L,2,1,Call Center,Two-Door Car,Small
5062,OQ,20827,California,No,Basic,College,Employed,M,Urban,Married,Corporate Auto,Corporate L,2,4,Web,Luxury Car,Medsize
5063,VU,47281,Oregon,No,Premium,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,1,Agent,Sports Car,Medsize
5064,BN,62219,Arizona,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,3,Branch,Two-Door Car,Medsize
5065,TP,39671,Arizona,No,Extended,Bachelor,Unemployed,M,Rural,Married,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Medsize
5066,HX,33134,Arizona,No,Basic,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Personal L,1,2,Call Center,Four-Door Car,Small
5067,UR,49989,Oregon,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,3,2,Agent,Two-Door Car,Medsize
5068,VU,48786,Washington,No,Basic,Master,Employed,M,Urban,Married,Personal Auto,Personal L,3,2,Branch,Two-Door Car,Small
5069,QM,46642,California,No,Basic,Bachelor,Disabled,M,Rural,Married,Special Auto,Special L,1,2,Agent,Two-Door Car,Medsize
5070,TG,60853,Nevada,Yes,Extended,Doctor,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L,2,1,Agent,Four-Door Car,Medsize
5071,CV,40610,California,No,Premium,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L,1,1,Call Center,Two-Door Car,Medsize
5072,HI,98447,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,2,4,Agent,Four-Door Car,Large
5073,QD,86271,Arizona,No,Basic,High School or Below,Medical Leave,M,Suburban,Married,Personal Auto,Personal L,3,1,Agent,SUV,Medsize
5074,ZD,75163,Nevada,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L,3,4,Call Center,Luxury Car,Medsize
5075,LB,98130,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L,3,1,Agent,Two-Door Car,Medsize
5076,VZ,16820,Washington,No,Extended,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L,3,2,Agent,Sports Car,Medsize
5077,YE,24562,California,Yes,Extended,College,Medical Leave,M,Suburban,Married,Personal Auto,Personal L,3,2,Branch,Four-Door Car,Small
5078,IH,78357,Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L,3,2,Web,Four-Door Car,Medsize
5079,TH,96263,Nevada,No,Extended,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L,3,2,Call Center,SUV,Medsize
5080,DC,31768,Arizona,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L,3,2,Agent,SUV,Small
5081,YO,81676,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L,1,4,Web,Two-Door Car,Medsize
5082,MQ,79612,California,No,Basic,Doctor,Employed,M,Rural,Married,Personal Auto,Personal L,2,3,Agent,SUV,Small
5083,ZZ,77357,Nevada,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L,2,1,Agent,Two-Door Car,Medsize
5084,OE,88763,California,Yes,Premium,Bachelor,Disabled,F,Suburban,Divorced,Corporate Auto,Corporate L,2,1,Agent,Four-Door Car,Medsize
5085,XP,39695,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,2,2,Web,SUV,Medsize
5086,QC,28119,Oregon,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L,3,2,Branch,Four-Door Car,Medsize
5087,AZ,29426,California,No,Basic,College,Unemployed,M,Suburban,Single,Special Auto,Special L,3,1,Agent,Four-Door Car,Medsize
5088,RI,46607,California,Yes,Extended,Bachelor,Employed,F,Suburban,Single,Corporate Auto,Corporate L,2,2,Agent,SUV,Medsize
5089,OJ,63606,Arizona,No,Premium,High School or Below,Medical Leave,F,Suburban,Married,Corporate Auto,Corporate L,3,1,Call Center,SUV,Small
5090,TQ,89058,Nevada,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L,1,4,Call Center,Four-Door Car,Small
5091,IW,78492,Arizona,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L,2,1,Web,Sports Car,Medsize
5092,WE,88728,Arizona,No,Premium,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L,3,2,Web,SUV,Medsize
5093,PJ,74689,Nevada,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L,3,3,Call Center,SUV,Medsize
5094,ZI,86917,Nevada,No,Basic,Bachelor,Employed,M,Suburban,Married,Special Auto,Special L,2,2,Agent,Luxury SUV,Medsize
5095,IJ,71609,Washington,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L,2,1,Call Center,Four-Door Car,Medsize
5096,FP,17993,Arizona,Yes,Basic,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L,2,1,Call Center,Four-Door Car,Medsize
5097,EC,28398,Oregon,Yes,Basic,Master,Disabled,F,Suburban,Divorced,Corporate Auto,Corporate L,2,1,Agent,Four-Door Car,Small
5098,ZX,85480,Washington,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L,2,2,Call Center,Two-Door Car,Large
5099,JP,27787,Oregon,No,Basic,College,Employed,F,Rural,Divorced,Personal Auto,Personal L,2,2,Agent,Four-Door Car,Medsize
5100,NH,24429,Arizona,No,Basic,Doctor,Employed,M,Suburban,Single,Special Auto,Special L,3,2,Call Center,Four-Door Car,Medsize
5101,QU,58523,Arizona,No,Basic,Master,Employed,M,Suburban,Divorced,Personal Auto,Personal L,2,1,Agent,Two-Door Car,Small
5102,EZ,39383,Arizona,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L,2,3,Agent,Four-Door Car,Small
5103,IR,74017,Oregon,No,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L,3,4,Call Center,SUV,Medsize
5104,DH,68234,California,No,Basic,Master,Employed,M,Rural,Divorced,Personal Auto,Personal L,3,1,Branch,Two-Door Car,Medsize
5105,TZ,37274,Arizona,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,3,Web,Four-Door Car,Medsize
5106,QG,67362,California,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,1,Agent,SUV,Small
5107,TN,36916,California,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L,2,3,Branch,SUV,Large
5108,FL,74984,Oregon,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L,3,2,Call Center,Two-Door Car,Small
5109,FV,15346,Arizona,No,Extended,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L,3,1,Call Center,Two-Door Car,Medsize
5110,JV,12632,Washington,No,Extended,Master,Unemployed,F,Urban,Married,Corporate Auto,Corporate L,2,4,Branch,Four-Door Car,Medsize
5111,TF,64196,California,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,Corporate L,1,3,Call Center,Two-Door Car,Small
5112,PC,27174,Oregon,No,Premium,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L,1,2,Web,Four-Door Car,Medsize
5113,RL,28880,Nevada,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L,3,1,Branch,Two-Door Car,Medsize
5114,FG,46631,Oregon,No,Premium,Bachelor,Employed,F,Suburban,Married,Special Auto,Special L,2,2,Web,Four-Door Car,Small
5115,PB,29715,California,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L,3,1,Agent,Two-Door Car,Medsize
5116,ZV,42323,California,No,Basic,Bachelor,Employed,M,Urban,Single,Corporate Auto,Corporate L,2,2,Web,Two-Door Car,Medsize
5117,YS,49138,California,No,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L,2,1,Call Center,Four-Door Car,Medsize
5118,XJ,34057,California,No,Extended,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L,2,1,Call Center,Sports Car,Medsize
5119,NJ,54277,California,Yes,Extended,College,Employed,F,Rural,Married,Personal Auto,Personal L,2,2,Call Center,Two-Door Car,Large
5120,RL,64888,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L,2,4,Agent,Four-Door Car,Medsize
5121,UM,28580,Oregon,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L,3,1,Agent,SUV,Medsize
5122,TO,87218,California,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L,2,1,Web,Sports Car,Medsize
5123,YQ,79307,Washington,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L,3,1,Agent,Two-Door Car,Medsize
5124,KZ,80383,Arizona,No,Extended,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L,2,2,Branch,Four-Door Car,Medsize
5125,TS,78649,Arizona,No,Premium,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L,1,3,Branch,Sports Car,Medsize
5126,QX,84389,California,No,Basic,Master,Employed,M,Suburban,Married,Corporate Auto,Corporate L,3,3,Agent,Sports Car,Small
5127,WC,26700,California,No,Premium,Bachelor,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L,2,1,Branch,Four-Door Car,Medsize
5128,JR,26812,Nevada,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,3,Branch,SUV,Medsize
5129,QD,17769,Oregon,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,Corporate L,3,3,Agent,Two-Door Car,Medsize
5130,VA,89404,California,No,Basic,Master,Employed,M,Urban,Married,Corporate Auto,Corporate L,3,2,Branch,Four-Door Car,Medsize
5131,ZR,41880,Nevada,No,Extended,College,Employed,F,Rural,Single,Corporate Auto,Corporate L,3,3,Agent,Four-Door Car,Large
5132,XK,49057,California,No,Basic,High School or Below,Employed,M,Suburban,Single,Corporate Auto,Corporate L,1,1,Web,Two-Door Car,Small
5133,ZM,52280,Arizona,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L,2,1,Web,Luxury SUV,Large
5134,UX,93878,Oregon,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L,3,1,Branch,SUV,Small
5135,WY,65854,Oregon,No,Extended,Bachelor,Unemployed,F,Rural,Married,Personal Auto,Personal L,3,3,Agent,Four-Door Car,Large
5136,ES,97823,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L,1,4,Web,Four-Door Car,Medsize
5137,CX,34236,Oregon,Yes,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L,2,2,Call Center,SUV,Medsize
5138,CQ,81839,Oregon,No,Extended,College,Employed,F,Suburban,Single,Personal Auto,Personal L,2,2,Web,SUV,Medsize
5139,ES,97399,Nevada,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L,3,3,Agent,Four-Door Car,Medsize
5140,GL,44478,Oregon,No,Extended,High School or Below,Disabled,M,Suburban,Single,Corporate Auto,Corporate L,3,2,Branch,Sports Car,Medsize
5141,ML,79788,Arizona,No,Extended,College,Employed,F,Suburban,Divorced,Corporate Auto,Corporate L,1,3,Branch,Four-Door Car,Medsize
5142,KZ,67768,Nevada,No,Extended,College,Medical Leave,M,Suburban,Divorced,Personal Auto,Personal L,3,1,Web,SUV,Large
5143,XU,67970,Washington,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,4,Call Center,Two-Door Car,Small
5144,IQ,40799,Washington,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L,2,1,Branch,SUV,Small
5145,BV,80674,Oregon,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L,2,3,Call Center,SUV,Medsize
5146,TH,72397,California,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L,2,2,Call Center,Four-Door Car,Medsize
5147,EC,13382,Oregon,Yes,Basic,Master,Retired,F,Urban,Married,Corporate Auto,Corporate L,2,1,Agent,Two-Door Car,Medsize
5148,LE,30774,California,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L,2,1,Web,Luxury Car,Medsize
5149,RA,14734,Arizona,Yes,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L,3,2,Branch,SUV,Large
5150,IY,31142,Oregon,No,Basic,College,Employed,M,Urban,Single,Personal Auto,Personal L,3,2,Branch,Four-Door Car,Medsize
5151,CK,29372,California,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L,2,4,Call Center,Four-Door Car,Small
5152,KD,70601,Washington,No,Basic,College,Employed,F,Urban,Single,Corporate Auto,Corporate L,3,3,Web,Four-Door Car,Medsize
5153,QN,76596,California,No,Basic,Bachelor,Employed,M,Rural,Married,Corporate Auto,Corporate L,2,1,Agent,SUV,Medsize
5154,XI,62151,Oregon,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L,1,1,Agent,Four-Door Car,Medsize
5155,ZQ,37702,California,No,Extended,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L,1,1,Branch,Four-Door Car,Medsize
5156,GE,13332,Nevada,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Medsize
5157,LZ,84227,Arizona,No,Premium,College,Employed,M,Rural,Married,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Medsize
5158,EX,97404,Oregon,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,1,Branch,Four-Door Car,Medsize
5159,RQ,99149,California,No,Basic,Master,Employed,M,Suburban,Married,Corporate Auto,Corporate L,2,2,Branch,Two-Door Car,Medsize
5160,UP,57305,California,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L,2,2,Branch,Four-Door Car,Medsize
5161,IC,82877,Arizona,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L,2,2,Branch,Two-Door Car,Medsize
5162,JO,63956,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L,1,2,Branch,SUV,Medsize
5163,MD,47500,California,No,Basic,College,Medical Leave,M,Suburban,Single,Personal Auto,Personal L,3,1,Branch,Four-Door Car,Large
5164,OW,31837,California,No,Basic,Bachelor,Employed,F,Rural,Married,Corporate Auto,Corporate L,1,4,Call Center,SUV,Medsize
5165,OY,20177,Oregon,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L,3,3,Branch,Four-Door Car,Medsize
5166,LZ,10377,California,No,Extended,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L,3,2,Agent,Four-Door Car,Medsize
5167,UB,17669,Nevada,Yes,Basic,Bachelor,Disabled,F,Suburban,Divorced,Personal Auto,Personal L,3,1,Web,Four-Door Car,Medsize
5168,DP,77737,Oregon,Yes,Basic,High School or Below,Medical Leave,F,Suburban,Married,Personal Auto,Personal L,1,2,Call Center,SUV,Medsize
5169,QT,39597,Arizona,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L,3,2,Branch,Four-Door Car,Medsize
5170,MQ,74051,Arizona,No,Basic,Bachelor,Employed,F,Urban,Single,Personal Auto,Personal L,3,1,Agent,SUV,Medsize
5171,MN,98042,California,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L,1,2,Web,Sports Car,Medsize
5172,XJ,60303,California,No,Premium,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L,1,1,Agent,SUV,Medsize
5173,GU,42671,Arizona,No,Extended,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,Personal L,3,1,Branch,Four-Door Car,Medsize
5174,DK,26322,Washington,No,Basic,High School or Below,Medical Leave,M,Suburban,Single,Special Auto,Special L,3,1,Web,SUV,Small
5175,NT,75612,Oregon,No,Basic,College,Employed,F,Urban,Married,Personal Auto,Personal L,2,2,Agent,Four-Door Car,Medsize
5176,AX,28231,Washington,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L,3,2,Agent,Two-Door Car,Medsize
5177,GA,89827,Oregon,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L,3,1,Agent,Four-Door Car,Medsize
5178,UX,91266,California,No,Extended,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Personal L,3,1,Call Center,Four-Door Car,Medsize
5179,UC,10048,Oregon,No,Extended,College,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L,2,1,Web,Four-Door Car,Medsize
5180,CY,90231,Nevada,No,Basic,Master,Employed,M,Suburban,Divorced,Personal Auto,Personal L,2,1,Branch,Four-Door Car,Small
5181,QD,26729,California,No,Basic,College,Employed,M,Urban,Married,Personal Auto,Personal L,1,4,Branch,Four-Door Car,Medsize
5182,RZ,98310,Nevada,No,Extended,Bachelor,Unemployed,F,Suburban,Married,Personal Auto,Personal L,3,1,Call Center,Four-Door Car,Medsize
5183,VJ,73478,Oregon,No,Basic,Bachelor,Unemployed,M,Suburban,Single,Personal Auto,Personal L,1,3,Web,Sports Car,Medsize
5184,KR,29524,Oregon,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L,1,1,Branch,SUV,Medsize
5185,ID,58813,California,No,Basic,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Personal L,1,3,Agent,Sports Car,Medsize
5186,SL,98898,Nevada,Yes,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L,1,2,Web,Sports Car,Medsize
5187,LH,90819,California,No,Basic,Master,Employed,M,Rural,Single,Corporate Auto,Corporate L,2,3,Agent,SUV,Large
5188,OL,55220,California,No,Basic,Bachelor,Employed,F,Urban,Single,Personal Auto,Personal L,3,2,Web,Four-Door Car,Large
5189,YU,90693,California,No,Basic,High School or Below,Employed,F,Suburban,Single,Personal Auto,Personal L,1,2,Agent,Four-Door Car,Medsize
5190,NM,70181,Oregon,No,Extended,Master,Employed,M,Rural,Married,Personal Auto,Personal L,1,3,Call Center,Four-Door Car,Medsize
5191,ZU,30804,California,Yes,Basic,College,Medical Leave,M,Suburban,Married,Personal Auto,Personal L,3,1,Branch,Four-Door Car,Medsize
5192,ZT,31931,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L,2,2,Web,Two-Door Car,Medsize
5193,BS,29584,Oregon,No,Basic,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L,3,1,Web,Four-Door Car,Medsize
5194,SX,63814,Arizona,No,Premium,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L,3,3,Call Center,Four-Door Car,Medsize
5195,YL,81070,Oregon,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L,1,1,Call Center,Luxury Car,Medsize
5196,RW,24925,Oregon,No,Basic,College,Employed,F,Rural,Married,Personal Auto,Personal L,3,2,Branch,SUV,Medsize
5197,FB,84409,Arizona,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L,2,2,Agent,Four-Door Car,Medsize
