,state,response,coverage,education,effective_to_date,employmentstatus,gender,location_code,marital_status,policy_type,policy,renew_offer_type,sales_channel,vehicle_class,vehicle_size
5461,Arizona,No,Extended,High School or Below,2011-01-17,Unemployed,M,Suburban,Single,Personal Auto,3,1,Web,Four-Door Car,Medsize
5462,California,No,Basic,High School or Below,2011-02-22,Employed,F,Suburban,Married,Personal Auto,1,3,Agent,Four-Door Car,Medsize
5463,California,Yes,Basic,High School or Below,2011-01-15,Employed,M,Rural,Married,Special Auto,3,2,Agent,Two-Door Car,Medsize
5464,Oregon,No,Basic,Doctor,2011-01-21,Employed,F,Urban,Married,Personal Auto,3,2,Call Center,Two-Door Car,Medsize
5465,Arizona,No,Basic,Bachelor,2011-02-06,Unemployed,F,Suburban,Married,Personal Auto,3,3,Call Center,Four-Door Car,Medsize
5466,Oregon,No,Basic,Bachelor,2011-01-12,Disabled,F,Suburban,Married,Personal Auto,3,1,Agent,Two-Door Car,Medsize
5467,California,Yes,Basic,High School or Below,2011-01-02,Employed,M,Suburban,Married,Personal Auto,2,2,Call Center,Four-Door Car,Small
5468,California,No,Extended,College,2011-01-29,Employed,F,Urban,Married,Personal Auto,3,1,Call Center,Four-Door Car,Medsize
5469,Oregon,No,Basic,Bachelor,2011-02-19,Employed,M,Suburban,Divorced,Personal Auto,3,4,Call Center,Two-Door Car,Medsize
5470,Oregon,No,Basic,College,2011-02-10,Employed,F,Urban,Married,Special Auto,2,3,Agent,Four-Door Car,Medsize
5471,Washington,No,Premium,Master,2011-02-01,Employed,F,Urban,Married,Corporate Auto,1,3,Agent,SUV,Medsize
5472,California,No,Premium,College,2011-02-02,Medical Leave,F,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Small
5473,Oregon,No,Premium,Bachelor,2011-01-17,Medical Leave,F,Suburban,Married,Personal Auto,2,1,Branch,Four-Door Car,Medsize
5474,California,No,Basic,Master,2011-02-03,Unemployed,M,Suburban,Married,Personal Auto,1,2,Agent,Two-Door Car,Medsize
5475,Nevada,Yes,Basic,Bachelor,2011-01-10,Unemployed,F,Suburban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Large
5476,California,No,Basic,Bachelor,2011-01-03,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,Two-Door Car,Medsize
5477,Nevada,Yes,Basic,College,2011-01-20,Retired,M,Suburban,Married,Personal Auto,3,2,Agent,Sports Car,Medsize
5478,Oregon,No,Basic,College,2011-02-27,Employed,M,Suburban,Married,Corporate Auto,3,3,Web,Four-Door Car,Medsize
5479,Arizona,No,Extended,College,2011-01-26,Unemployed,M,Suburban,Married,Personal Auto,1,2,Agent,SUV,Large
5480,Washington,No,Extended,Bachelor,2011-01-17,Unemployed,M,Suburban,Single,Corporate Auto,3,2,Call Center,Four-Door Car,Small
5481,Nevada,No,Basic,Master,2011-02-02,Employed,F,Rural,Married,Personal Auto,1,2,Branch,Two-Door Car,Large
5482,Arizona,Yes,Extended,High School or Below,2011-01-12,Employed,M,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize
5483,Arizona,No,Extended,High School or Below,2011-02-16,Employed,F,Rural,Divorced,Corporate Auto,3,2,Branch,Sports Car,Medsize
5484,Arizona,No,Basic,College,2011-02-02,Employed,F,Suburban,Married,Personal Auto,3,4,Branch,Four-Door Car,Small
5485,Oregon,No,Extended,Bachelor,2011-01-17,Medical Leave,M,Suburban,Married,Personal Auto,1,1,Call Center,Luxury SUV,Medsize
5486,Washington,No,Basic,College,2011-02-28,Employed,M,Rural,Married,Personal Auto,3,1,Agent,Two-Door Car,Medsize
5487,Nevada,No,Premium,College,2011-01-27,Employed,M,Rural,Married,Personal Auto,2,1,Web,Four-Door Car,Medsize
5488,California,No,Extended,Bachelor,2011-02-19,Employed,M,Suburban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize
5489,Nevada,No,Basic,Bachelor,2011-02-21,Employed,F,Suburban,Married,Personal Auto,2,4,Agent,Sports Car,Large
5490,California,No,Basic,Doctor,2011-01-22,Employed,M,Suburban,Single,Special Auto,1,2,Call Center,Two-Door Car,Medsize
5491,Oregon,No,Extended,High School or Below,2011-01-14,Unemployed,F,Suburban,Single,Corporate Auto,3,1,Agent,Two-Door Car,Medsize
5492,Nevada,No,Basic,Bachelor,2011-01-23,Unemployed,M,Rural,Married,Personal Auto,3,4,Web,Two-Door Car,Medsize
5493,Oregon,No,Premium,Master,2011-01-06,Employed,F,Urban,Divorced,Personal Auto,2,1,Agent,Four-Door Car,Medsize
5494,Arizona,No,Extended,Doctor,2011-02-09,Unemployed,M,Suburban,Married,Corporate Auto,2,2,Call Center,Two-Door Car,Large
5495,California,No,Basic,High School or Below,2011-01-04,Employed,F,Rural,Married,Corporate Auto,3,1,Agent,Four-Door Car,Medsize
5496,Oregon,No,Basic,College,2011-01-28,Unemployed,M,Suburban,Divorced,Personal Auto,3,2,Agent,Sports Car,Medsize
5497,Arizona,No,Extended,High School or Below,2011-01-05,Unemployed,M,Suburban,Married,Corporate Auto,2,1,Agent,Four-Door Car,Medsize
5498,California,No,Basic,Bachelor,2011-02-07,Employed,M,Suburban,Married,Corporate Auto,3,2,Web,Sports Car,Medsize
5499,Oregon,Yes,Extended,Bachelor,2011-02-14,Retired,M,Suburban,Married,Personal Auto,2,2,Agent,Two-Door Car,Medsize
5500,Arizona,No,Basic,Bachelor,2011-01-29,Unemployed,M,Suburban,Divorced,Corporate Auto,3,2,Branch,Four-Door Car,Small
5501,Washington,No,Basic,Bachelor,2011-01-10,Unemployed,F,Suburban,Single,Personal Auto,3,2,Agent,Four-Door Car,Medsize
5502,Washington,No,Basic,High School or Below,2011-01-15,Employed,F,Rural,Married,Personal Auto,3,3,Branch,Two-Door Car,Medsize
5503,Nevada,No,Basic,College,2011-01-12,Unemployed,F,Suburban,Single,Personal Auto,3,1,Branch,Two-Door Car,Medsize
5504,Oregon,No,Premium,Bachelor,2011-01-16,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,SUV,Small
5505,Oregon,Yes,Basic,College,2011-01-11,Employed,M,Suburban,Married,Personal Auto,3,2,Call Center,SUV,Medsize
5506,Arizona,No,Basic,High School or Below,2011-02-24,Employed,F,Rural,Single,Personal Auto,2,1,Branch,SUV,Medsize
5507,Arizona,Yes,Extended,College,2011-01-09,Employed,F,Suburban,Married,Personal Auto,1,2,Agent,Four-Door Car,Medsize
5508,California,No,Extended,High School or Below,2011-01-28,Employed,M,Suburban,Married,Personal Auto,3,1,Agent,SUV,Medsize
5509,Arizona,No,Basic,High School or Below,2011-01-13,Unemployed,M,Suburban,Single,Personal Auto,3,2,Branch,SUV,Medsize
5510,Washington,No,Extended,Bachelor,2011-01-04,Employed,F,Urban,Married,Corporate Auto,3,1,Branch,Four-Door Car,Medsize
5511,Oregon,No,Basic,High School or Below,2011-02-26,Employed,M,Suburban,Married,Personal Auto,2,2,Web,SUV,Medsize
5512,Oregon,No,Basic,High School or Below,2011-01-22,Employed,M,Suburban,Married,Corporate Auto,3,1,Agent,Four-Door Car,Small
5513,Arizona,No,Basic,High School or Below,2011-01-02,Unemployed,M,Suburban,Single,Personal Auto,3,3,Agent,Four-Door Car,Medsize
5514,California,No,Extended,College,2011-02-09,Employed,M,Urban,Single,Special Auto,2,3,Branch,SUV,Small
5515,Washington,Yes,Basic,High School or Below,2011-01-02,Unemployed,F,Suburban,Divorced,Personal Auto,3,1,Web,Sports Car,Medsize
5516,Washington,No,Extended,Bachelor,2011-01-07,Unemployed,M,Urban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize
5517,Washington,Yes,Basic,Bachelor,2011-01-21,Employed,F,Rural,Single,Personal Auto,3,2,Web,Four-Door Car,Medsize
5518,Arizona,No,Extended,High School or Below,2011-01-03,Employed,M,Rural,Divorced,Personal Auto,3,1,Call Center,Four-Door Car,Medsize
5519,California,No,Premium,High School or Below,2011-01-16,Employed,F,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize
5520,Arizona,No,Basic,Bachelor,2011-01-04,Unemployed,M,Urban,Married,Personal Auto,2,2,Call Center,Four-Door Car,Medsize
5521,Arizona,No,Extended,Bachelor,2011-01-19,Employed,F,Urban,Married,Corporate Auto,2,3,Call Center,SUV,Medsize
5522,Oregon,No,Extended,High School or Below,2011-02-17,Medical Leave,M,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Medsize
5523,California,No,Extended,High School or Below,2011-02-08,Employed,M,Rural,Married,Personal Auto,3,2,Branch,Four-Door Car,Medsize
5524,California,No,Premium,Bachelor,2011-01-31,Employed,M,Urban,Divorced,Personal Auto,2,3,Call Center,Four-Door Car,Medsize
5525,Oregon,No,Extended,Master,2011-01-05,Employed,M,Suburban,Single,Personal Auto,1,4,Branch,SUV,Medsize
5526,California,No,Extended,Bachelor,2011-02-10,Employed,M,Rural,Married,Corporate Auto,3,1,Agent,Four-Door Car,Medsize
5527,California,No,Extended,Doctor,2011-01-21,Employed,M,Suburban,Divorced,Personal Auto,3,1,Web,Four-Door Car,Medsize
5528,Nevada,No,Extended,College,2011-01-24,Employed,F,Urban,Divorced,Personal Auto,2,2,Agent,Four-Door Car,Small
5529,California,Yes,Extended,College,2011-01-06,Employed,F,Urban,Married,Personal Auto,3,2,Branch,Four-Door Car,Medsize
5530,California,No,Extended,College,2011-01-18,Unemployed,F,Suburban,Married,Personal Auto,3,1,Branch,Sports Car,Medsize
5531,Oregon,No,Extended,Bachelor,2011-01-29,Employed,M,Suburban,Married,Personal Auto,3,4,Call Center,Two-Door Car,Medsize
5532,Washington,No,Basic,High School or Below,2011-02-11,Unemployed,F,Suburban,Single,Personal Auto,1,2,Call Center,Four-Door Car,Small
5533,California,Yes,Basic,Bachelor,2011-02-09,Medical Leave,M,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize
5534,California,No,Basic,High School or Below,2011-01-01,Unemployed,M,Suburban,Single,Corporate Auto,3,3,Branch,Four-Door Car,Medsize
5535,California,No,Basic,High School or Below,2011-01-17,Employed,F,Suburban,Married,Personal Auto,3,4,Branch,SUV,Medsize
5536,Arizona,No,Basic,College,2011-01-21,Employed,M,Suburban,Married,Personal Auto,1,3,Agent,Two-Door Car,Medsize
5537,Arizona,No,Extended,Bachelor,2011-01-15,Employed,F,Urban,Married,Special Auto,2,3,Branch,Four-Door Car,Medsize
5538,Arizona,No,Premium,College,2011-02-09,Medical Leave,F,Suburban,Married,Personal Auto,1,1,Call Center,Four-Door Car,Medsize
5539,California,No,Extended,College,2011-01-08,Medical Leave,F,Urban,Married,Personal Auto,3,3,Branch,Four-Door Car,Medsize
5540,Arizona,No,Premium,College,2011-02-14,Disabled,F,Urban,Married,Personal Auto,2,2,Agent,Sports Car,Medsize
5541,California,No,Basic,College,2011-01-30,Unemployed,F,Suburban,Married,Personal Auto,2,2,Agent,Four-Door Car,Medsize
5542,Arizona,No,Basic,College,2011-02-12,Employed,F,Suburban,Married,Personal Auto,3,1,Branch,SUV,Medsize
5543,California,No,Extended,College,2011-01-10,Employed,M,Rural,Married,Personal Auto,3,2,Call Center,Two-Door Car,Medsize
5544,California,Yes,Extended,Bachelor,2011-02-27,Unemployed,F,Suburban,Divorced,Personal Auto,1,1,Call Center,SUV,Medsize
5545,California,No,Extended,High School or Below,2011-02-12,Unemployed,F,Urban,Married,Personal Auto,3,2,Agent,Four-Door Car,Medsize
5546,Oregon,No,Premium,High School or Below,2011-02-07,Employed,F,Urban,Married,Personal Auto,3,3,Agent,SUV,Small
5547,Washington,No,Extended,Bachelor,2011-02-16,Employed,F,Suburban,Married,Personal Auto,2,3,Call Center,Four-Door Car,Small
5548,California,No,Basic,High School or Below,2011-01-02,Employed,F,Suburban,Divorced,Personal Auto,2,3,Agent,Four-Door Car,Small
5549,California,No,Extended,Bachelor,2011-01-03,Unemployed,M,Suburban,Single,Personal Auto,1,1,Call Center,SUV,Medsize
5550,Nevada,No,Extended,College,2011-02-22,Employed,F,Suburban,Married,Personal Auto,3,1,Branch,Four-Door Car,Medsize
5551,Arizona,No,Basic,Bachelor,2011-02-22,Employed,F,Suburban,Single,Personal Auto,2,2,Agent,Sports Car,Small
5552,Nevada,No,Extended,High School or Below,2011-01-25,Employed,F,Rural,Divorced,Corporate Auto,1,1,Agent,SUV,Medsize
5553,Arizona,No,Premium,Bachelor,2011-02-24,Employed,M,Rural,Married,Personal Auto,2,3,Agent,Four-Door Car,Medsize
5554,Nevada,No,Premium,High School or Below,2011-01-23,Employed,F,Rural,Divorced,Personal Auto,3,1,Agent,Luxury SUV,Medsize
5555,Arizona,No,Basic,Doctor,2011-01-31,Employed,M,Suburban,Single,Personal Auto,1,1,Agent,Two-Door Car,Medsize
5556,Oregon,No,Basic,High School or Below,2011-02-13,Retired,M,Suburban,Married,Personal Auto,1,2,Branch,Two-Door Car,Medsize
5557,California,No,Extended,Bachelor,2011-02-19,Employed,M,Rural,Married,Personal Auto,1,1,Agent,Sports Car,Medsize
5558,California,No,Premium,Bachelor,2011-02-15,Unemployed,M,Suburban,Married,Personal Auto,3,2,Branch,Four-Door Car,Large
5559,Nevada,No,Basic,Bachelor,2011-02-19,Employed,M,Suburban,Married,Corporate Auto,2,1,Call Center,SUV,Medsize
5560,Nevada,No,Extended,High School or Below,2011-02-11,Employed,F,Suburban,Married,Personal Auto,1,2,Call Center,Two-Door Car,Medsize
5561,California,Yes,Extended,High School or Below,2011-02-24,Unemployed,F,Suburban,Married,Corporate Auto,3,1,Agent,Four-Door Car,Large
5562,Nevada,No,Extended,College,2011-02-28,Employed,M,Suburban,Single,Personal Auto,2,1,Agent,Two-Door Car,Small
5563,California,No,Extended,College,2011-01-28,Employed,M,Suburban,Single,Personal Auto,1,4,Agent,Two-Door Car,Medsize
5564,Arizona,No,Basic,Bachelor,2011-01-28,Employed,F,Suburban,Married,Personal Auto,1,1,Web,Four-Door Car,Large
5565,Nevada,No,Basic,Bachelor,2011-01-30,Employed,M,Suburban,Married,Personal Auto,2,2,Branch,Four-Door Car,Medsize
5566,Arizona,No,Basic,High School or Below,2011-02-28,Employed,M,Suburban,Married,Corporate Auto,2,2,Branch,Four-Door Car,Medsize
5567,Washington,No,Basic,College,2011-01-18,Employed,M,Suburban,Married,Personal Auto,3,2,Agent,SUV,Medsize
5568,Washington,No,Basic,College,2011-02-27,Employed,M,Urban,Single,Personal Auto,2,1,Branch,SUV,Medsize
5569,Oregon,No,Basic,Master,2011-02-12,Employed,F,Suburban,Married,Corporate Auto,1,4,Agent,Four-Door Car,Small
5570,Oregon,No,Extended,College,2011-02-04,Employed,M,Rural,Married,Personal Auto,3,3,Branch,Four-Door Car,Medsize
5571,California,No,Extended,High School or Below,2011-01-24,Unemployed,M,Suburban,Married,Personal Auto,3,4,Agent,Two-Door Car,Medsize
5572,Washington,No,Extended,High School or Below,2011-02-14,Disabled,F,Suburban,Married,Corporate Auto,3,2,Agent,Two-Door Car,Medsize
5573,California,No,Basic,High School or Below,2011-01-18,Employed,F,Suburban,Married,Personal Auto,2,2,Web,Four-Door Car,Large
5574,Washington,No,Basic,Master,2011-02-07,Employed,F,Suburban,Married,Personal Auto,1,1,Call Center,SUV,Large
5575,Nevada,No,Basic,College,2011-02-18,Employed,M,Urban,Married,Special Auto,3,2,Web,Four-Door Car,Medsize
5576,California,No,Extended,College,2011-02-21,Employed,M,Suburban,Married,Personal Auto,2,1,Agent,Sports Car,Medsize
5577,California,No,Basic,College,2011-02-16,Employed,F,Rural,Single,Personal Auto,3,1,Branch,Four-Door Car,Large
5578,California,No,Basic,Bachelor,2011-02-21,Unemployed,F,Suburban,Married,Corporate Auto,1,4,Call Center,Two-Door Car,Medsize
5579,Arizona,No,Extended,Bachelor,2011-02-13,Employed,M,Suburban,Married,Corporate Auto,3,3,Agent,Sports Car,Medsize
5580,California,No,Extended,Bachelor,2011-02-26,Employed,F,Urban,Married,Personal Auto,1,3,Branch,Four-Door Car,Medsize
5581,Oregon,No,Basic,College,2011-02-13,Employed,F,Suburban,Married,Personal Auto,2,3,Branch,SUV,Small
5582,Arizona,No,Basic,Master,2011-02-19,Employed,M,Urban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Medsize
5583,Oregon,No,Extended,Bachelor,2011-01-23,Unemployed,M,Suburban,Single,Personal Auto,1,3,Agent,Four-Door Car,Medsize
5584,Oregon,No,Basic,Master,2011-01-26,Employed,M,Suburban,Married,Corporate Auto,3,3,Agent,Two-Door Car,Small
5585,California,No,Basic,Bachelor,2011-02-01,Employed,F,Urban,Married,Special Auto,3,4,Agent,Four-Door Car,Small
5586,Oregon,Yes,Extended,College,2011-02-26,Employed,F,Rural,Married,Personal Auto,1,2,Call Center,Two-Door Car,Large
5587,Oregon,No,Basic,Bachelor,2011-02-27,Employed,F,Urban,Divorced,Personal Auto,1,1,Call Center,Four-Door Car,Medsize
5588,California,No,Extended,Bachelor,2011-02-07,Employed,M,Suburban,Married,Personal Auto,3,2,Branch,Two-Door Car,Medsize
5589,Oregon,No,Premium,Bachelor,2011-01-05,Employed,M,Suburban,Married,Personal Auto,1,1,Branch,Two-Door Car,Medsize
5590,Nevada,No,Basic,Master,2011-01-21,Employed,M,Suburban,Married,Personal Auto,3,2,Agent,Two-Door Car,Small
5591,Washington,No,Basic,High School or Below,2011-02-02,Employed,M,Urban,Married,Corporate Auto,1,3,Call Center,Four-Door Car,Medsize
5592,California,No,Premium,College,2011-01-03,Employed,M,Urban,Married,Personal Auto,3,1,Call Center,Four-Door Car,Medsize
5593,California,No,Premium,College,2011-02-20,Disabled,M,Suburban,Divorced,Corporate Auto,3,1,Call Center,Sports Car,Small
5594,Oregon,No,Basic,Bachelor,2011-02-09,Employed,F,Suburban,Married,Personal Auto,2,4,Branch,Four-Door Car,Medsize
5595,California,No,Basic,Master,2011-02-23,Employed,F,Suburban,Divorced,Personal Auto,3,3,Agent,Four-Door Car,Small
5596,Oregon,No,Basic,High School or Below,2011-02-08,Employed,M,Suburban,Married,Corporate Auto,1,4,Branch,SUV,Medsize
5597,Nevada,No,Extended,Bachelor,2011-02-05,Employed,F,Rural,Married,Personal Auto,3,1,Agent,Four-Door Car,Small
5598,Nevada,No,Premium,Master,2011-02-21,Medical Leave,M,Suburban,Married,Personal Auto,2,4,Agent,Two-Door Car,Small
5599,California,Yes,Extended,High School or Below,2011-02-18,Retired,M,Suburban,Divorced,Personal Auto,3,2,Agent,SUV,Medsize
5600,Oregon,No,Basic,College,2011-02-08,Employed,M,Suburban,Divorced,Personal Auto,2,2,Agent,SUV,Medsize
5601,Arizona,No,Basic,Bachelor,2011-01-10,Disabled,M,Suburban,Married,Personal Auto,1,4,Web,Luxury Car,Medsize
5602,Arizona,No,Basic,College,2011-01-12,Employed,M,Suburban,Married,Personal Auto,3,1,Call Center,Two-Door Car,Medsize
5603,Oregon,No,Basic,High School or Below,2011-02-22,Employed,M,Rural,Married,Personal Auto,1,3,Web,Four-Door Car,Medsize
5604,California,No,Basic,Bachelor,2011-01-24,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,SUV,Medsize
5605,Arizona,No,Basic,Bachelor,2011-01-25,Employed,M,Urban,Single,Personal Auto,3,1,Branch,Four-Door Car,Medsize
5606,Nevada,No,Basic,Bachelor,2011-02-28,Employed,F,Urban,Divorced,Personal Auto,3,1,Agent,Two-Door Car,Medsize
5607,California,No,Premium,College,2011-01-29,Employed,F,Suburban,Married,Corporate Auto,2,1,Call Center,Two-Door Car,Small
5608,Nevada,No,Extended,College,2011-02-11,Employed,M,Urban,Divorced,Personal Auto,2,3,Branch,Two-Door Car,Medsize
5609,Washington,No,Basic,College,2011-02-13,Unemployed,M,Suburban,Single,Personal Auto,2,1,Agent,Four-Door Car,Medsize
5610,Washington,No,Extended,High School or Below,2011-01-17,Employed,M,Suburban,Divorced,Personal Auto,3,3,Agent,Four-Door Car,Medsize
5611,Oregon,No,Extended,College,2011-01-11,Employed,F,Suburban,Single,Personal Auto,2,2,Call Center,Sports Car,Medsize
5612,California,No,Extended,College,2011-02-07,Retired,M,Suburban,Divorced,Personal Auto,2,2,Branch,Four-Door Car,Medsize
5613,Oregon,No,Basic,High School or Below,2011-02-13,Employed,M,Suburban,Single,Personal Auto,2,2,Call Center,Four-Door Car,Small
5614,Oregon,No,Basic,High School or Below,2011-02-14,Unemployed,F,Suburban,Divorced,Personal Auto,1,2,Agent,Two-Door Car,Medsize
5615,Washington,No,Basic,High School or Below,2011-02-09,Employed,M,Suburban,Married,Personal Auto,3,3,Agent,Four-Door Car,Medsize
5616,Arizona,No,Extended,Bachelor,2011-02-21,Employed,F,Suburban,Single,Personal Auto,3,1,Branch,SUV,Medsize
5617,Arizona,No,Basic,Bachelor,2011-02-05,Employed,F,Urban,Married,Personal Auto,1,1,Branch,Four-Door Car,Medsize
5618,Washington,No,Extended,College,2011-01-25,Employed,F,Urban,Married,Personal Auto,3,1,Branch,Sports Car,Medsize
5619,Nevada,No,Premium,Bachelor,2011-01-28,Employed,F,Rural,Single,Corporate Auto,3,1,Agent,Sports Car,Medsize
5620,Arizona,No,Basic,College,2011-02-05,Medical Leave,M,Suburban,Married,Personal Auto,1,2,Call Center,Four-Door Car,Medsize
5621,Oregon,No,Basic,High School or Below,2011-01-08,Unemployed,M,Suburban,Single,Corporate Auto,2,3,Agent,Two-Door Car,Medsize
5622,Oregon,No,Basic,Bachelor,2011-02-10,Disabled,M,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Medsize
5623,Washington,No,Extended,Bachelor,2011-02-10,Unemployed,M,Suburban,Single,Personal Auto,1,1,Agent,SUV,Small
5624,Arizona,No,Extended,High School or Below,2011-01-22,Employed,F,Urban,Married,Personal Auto,1,2,Branch,Four-Door Car,Medsize
5625,Arizona,Yes,Basic,High School or Below,2011-01-19,Medical Leave,F,Suburban,Married,Personal Auto,1,2,Call Center,SUV,Medsize
5626,Oregon,No,Basic,High School or Below,2011-01-08,Employed,M,Urban,Married,Special Auto,3,2,Branch,Two-Door Car,Medsize
5627,Oregon,No,Extended,High School or Below,2011-01-16,Employed,F,Rural,Married,Corporate Auto,2,1,Branch,SUV,Medsize
5628,Oregon,No,Basic,Master,2011-01-07,Employed,F,Rural,Divorced,Personal Auto,1,2,Web,Two-Door Car,Medsize
5629,Nevada,No,Extended,Bachelor,2011-01-29,Retired,F,Suburban,Married,Corporate Auto,2,1,Agent,Four-Door Car,Medsize
5630,Nevada,No,Basic,College,2011-01-03,Unemployed,M,Suburban,Married,Personal Auto,2,1,Branch,Four-Door Car,Medsize
5631,Oregon,No,Basic,Bachelor,2011-02-07,Medical Leave,M,Urban,Single,Personal Auto,3,1,Call Center,Four-Door Car,Medsize
5632,Oregon,Yes,Basic,Doctor,2011-01-27,Disabled,F,Suburban,Divorced,Personal Auto,3,2,Branch,Two-Door Car,Medsize
5633,Arizona,No,Extended,Doctor,2011-01-25,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,SUV,Medsize
5634,Oregon,No,Extended,College,2011-01-25,Employed,M,Urban,Married,Personal Auto,2,1,Web,Sports Car,Medsize
5635,Oregon,No,Basic,College,2011-01-21,Employed,F,Suburban,Single,Corporate Auto,3,4,Branch,Four-Door Car,Small
5636,California,No,Basic,Master,2011-02-26,Employed,F,Rural,Divorced,Corporate Auto,2,2,Call Center,Two-Door Car,Large
5637,Nevada,Yes,Basic,High School or Below,2011-02-14,Employed,F,Rural,Single,Corporate Auto,3,2,Agent,Four-Door Car,Medsize
5638,Oregon,No,Basic,College,2011-02-16,Employed,M,Rural,Single,Corporate Auto,3,1,Branch,Four-Door Car,Medsize
5639,Oregon,No,Basic,High School or Below,2011-02-12,Employed,M,Suburban,Married,Personal Auto,2,4,Branch,Two-Door Car,Medsize
5640,Arizona,No,Basic,High School or Below,2011-02-09,Employed,M,Suburban,Married,Personal Auto,2,3,Agent,SUV,Medsize
5641,Arizona,Yes,Basic,College,2011-02-24,Employed,F,Suburban,Married,Personal Auto,3,1,Agent,Four-Door Car,Medsize
5642,California,Yes,Basic,High School or Below,2011-02-23,Disabled,F,Suburban,Married,Corporate Auto,3,2,Agent,SUV,Small
5643,Oregon,No,Basic,College,2011-01-13,Employed,M,Suburban,Married,Personal Auto,2,3,Branch,Four-Door Car,Medsize
5644,Nevada,No,Basic,Bachelor,2011-01-10,Unemployed,M,Suburban,Single,Personal Auto,3,1,Agent,SUV,Medsize
5645,Oregon,No,Basic,High School or Below,2011-02-18,Unemployed,F,Suburban,Single,Corporate Auto,3,2,Agent,Luxury Car,Large
5646,Oregon,No,Basic,College,2011-02-12,Employed,F,Suburban,Divorced,Corporate Auto,3,1,Agent,Two-Door Car,Medsize
5647,Oregon,No,Extended,Doctor,2011-01-24,Employed,F,Rural,Married,Corporate Auto,1,2,Agent,Two-Door Car,Small
5648,Nevada,No,Basic,Bachelor,2011-02-27,Employed,M,Urban,Divorced,Personal Auto,3,2,Branch,Four-Door Car,Medsize
5649,Oregon,Yes,Basic,Bachelor,2011-01-26,Medical Leave,M,Suburban,Divorced,Special Auto,2,1,Agent,Four-Door Car,Medsize
5650,California,No,Extended,College,2011-01-06,Employed,M,Suburban,Divorced,Personal Auto,2,1,Agent,Four-Door Car,Small
5651,Washington,No,Basic,High School or Below,2011-01-26,Disabled,M,Suburban,Married,Personal Auto,2,1,Branch,Luxury Car,Medsize
5652,Nevada,Yes,Extended,High School or Below,2011-01-12,Employed,M,Suburban,Single,Personal Auto,3,1,Agent,Four-Door Car,Medsize
5653,Oregon,No,Extended,College,2011-02-04,Employed,M,Urban,Divorced,Personal Auto,1,2,Agent,Four-Door Car,Medsize
5654,Nevada,No,Basic,College,2011-01-30,Employed,F,Suburban,Married,Personal Auto,1,3,Branch,Four-Door Car,Medsize
5655,Oregon,No,Extended,High School or Below,2011-01-17,Employed,F,Urban,Married,Personal Auto,3,1,Branch,SUV,Medsize
5656,California,No,Basic,Master,2011-01-24,Employed,M,Urban,Married,Corporate Auto,3,4,Call Center,Four-Door Car,Small
5657,Oregon,No,Premium,Master,2011-01-05,Employed,F,Suburban,Married,Personal Auto,3,3,Call Center,Four-Door Car,Small
5658,Oregon,No,Basic,Bachelor,2011-01-08,Medical Leave,F,Suburban,Married,Corporate Auto,2,4,Web,Four-Door Car,Medsize
5659,Nevada,No,Premium,College,2011-01-16,Employed,F,Suburban,Married,Personal Auto,3,2,Call Center,Luxury Car,Small
5660,California,No,Basic,College,2011-02-12,Employed,F,Suburban,Married,Personal Auto,3,2,Agent,Two-Door Car,Small
5661,California,No,Basic,College,2011-02-13,Employed,F,Rural,Single,Personal Auto,3,1,Branch,Luxury SUV,Medsize
5662,Arizona,No,Basic,High School or Below,2011-01-30,Employed,F,Urban,Married,Personal Auto,3,2,Call Center,Four-Door Car,Medsize
5663,Nevada,No,Extended,High School or Below,2011-01-07,Unemployed,M,Suburban,Single,Personal Auto,3,2,Call Center,Two-Door Car,Medsize
5664,Washington,No,Premium,Bachelor,2011-01-18,Employed,F,Rural,Single,Personal Auto,2,3,Agent,Two-Door Car,Small
5665,Oregon,No,Basic,College,2011-02-11,Medical Leave,M,Suburban,Married,Personal Auto,2,1,Agent,Four-Door Car,Medsize
5666,California,No,Basic,Bachelor,2011-01-10,Employed,F,Urban,Single,Personal Auto,2,3,Branch,Four-Door Car,Small
5667,Arizona,No,Extended,High School or Below,2011-01-26,Unemployed,M,Suburban,Married,Personal Auto,3,2,Web,Four-Door Car,Medsize
5668,Oregon,No,Basic,College,2011-01-20,Employed,F,Urban,Married,Personal Auto,1,1,Call Center,Four-Door Car,Medsize
5669,Oregon,No,Basic,Bachelor,2011-02-09,Employed,F,Suburban,Single,Personal Auto,3,1,Branch,SUV,Medsize
