,state,response,coverage,education,employment_status,gender,location_code,marital_status,policy_type,policy,sales_channel,vehicle_class,vehicle_size
4320,California,0,1,1,Employed,1,Urban,Single,Personal Auto,1,Branch,Two-Door Car,2
4321,Arizona,0,1,2,Employed,0,Suburban,Divorced,Personal Auto,2,Branch,Sports Car,2
4322,Arizona,0,1,1,Unemployed,1,Suburban,Single,Personal Auto,3,Agent,SUV,2
4323,Oregon,0,1,2,Employed,1,Urban,Married,Personal Auto,3,Web,Four-Door Car,2
4324,Oregon,1,2,3,Employed,1,Urban,Married,Corporate Auto,3,Agent,Four-Door Car,2
4325,California,0,2,1,Employed,1,Suburban,Married,Personal Auto,2,Branch,Two-Door Car,2
4326,Oregon,1,1,2,Unemployed,1,Suburban,Divorced,Corporate Auto,3,Agent,Two-Door Car,2
4327,Arizona,0,1,2,Employed,0,Urban,Single,Personal Auto,3,Web,Four-Door Car,2
4328,California,0,2,2,Unemployed,1,Suburban,Married,Personal Auto,3,Web,Four-Door Car,2
4329,Oregon,0,1,1,Unemployed,0,Suburban,Single,Personal Auto,3,Web,Four-Door Car,1
4330,California,0,1,1,Unemployed,0,Suburban,Single,Corporate Auto,3,Call Center,SUV,2
4331,Arizona,0,3,2,Unemployed,1,Suburban,Single,Personal Auto,2,Branch,Four-Door Car,1
4332,California,0,1,1,Employed,1,Urban,Single,Personal Auto,2,Branch,Two-Door Car,2
4333,California,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,3,Web,Sports Car,2
4334,California,0,1,1,Employed,0,Urban,Married,Personal Auto,2,Branch,Sports Car,2
4335,Arizona,1,2,1,Employed,1,Rural,Divorced,Personal Auto,3,Agent,Four-Door Car,2
4336,California,0,1,2,Unemployed,0,Suburban,Married,Personal Auto,2,Web,Four-Door Car,2
4337,California,0,1,1,Disabled,0,Suburban,Married,Personal Auto,3,Call Center,Four-Door Car,2
4338,California,0,1,1,Unemployed,0,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,2
4339,Oregon,1,2,2,Employed,0,Suburban,Married,Personal Auto,3,Agent,SUV,2
4340,Oregon,0,3,2,Unemployed,1,Suburban,Married,Personal Auto,3,Call Center,Four-Door Car,1
4341,California,0,1,2,Medical Leave,1,Suburban,Divorced,Personal Auto,3,Agent,Luxury SUV,2
4342,California,0,3,2,Unemployed,0,Suburban,Single,Personal Auto,3,Branch,SUV,2
4343,California,0,1,1,Employed,1,Suburban,Married,Personal Auto,3,Branch,Four-Door Car,2
4344,Nevada,0,2,2,Employed,1,Suburban,Married,Special Auto,2,Agent,Four-Door Car,2
4345,California,0,2,1,Unemployed,1,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,2
4346,California,0,2,2,Employed,1,Urban,Married,Corporate Auto,3,Branch,Two-Door Car,3
4347,California,0,1,2,Unemployed,0,Suburban,Married,Corporate Auto,2,Branch,Four-Door Car,2
4348,California,0,3,3,Employed,0,Suburban,Married,Personal Auto,2,Agent,Four-Door Car,2
4349,California,1,1,2,Retired,0,Suburban,Divorced,Corporate Auto,3,Agent,SUV,1
4350,California,0,2,2,Unemployed,1,Suburban,Single,Corporate Auto,2,Agent,Luxury Car,2
4351,Arizona,0,2,1,Employed,0,Rural,Married,Personal Auto,1,Agent,Two-Door Car,2
4352,Arizona,0,1,1,Employed,0,Urban,Married,Personal Auto,3,Web,Two-Door Car,2
4353,Arizona,1,1,1,Employed,1,Suburban,Married,Personal Auto,2,Call Center,Four-Door Car,1
4354,Oregon,0,1,3,Unemployed,0,Rural,Divorced,Corporate Auto,3,Branch,Two-Door Car,2
4355,Arizona,0,1,2,Employed,1,Rural,Divorced,Personal Auto,3,Agent,Two-Door Car,3
4356,California,0,2,2,Employed,1,Rural,Married,Personal Auto,3,Agent,Four-Door Car,3
4357,Oregon,0,1,3,Unemployed,1,Rural,Divorced,Personal Auto,2,Web,Four-Door Car,2
4358,Oregon,0,1,1,Employed,1,Urban,Single,Personal Auto,3,Branch,Four-Door Car,2
4359,Nevada,0,1,2,Employed,0,Urban,Single,Personal Auto,2,Agent,SUV,1
4360,Washington,0,1,1,Unemployed,1,Suburban,Single,Personal Auto,2,Call Center,SUV,2
4361,California,0,1,2,Employed,0,Suburban,Married,Corporate Auto,3,Agent,SUV,2
4362,Oregon,0,1,2,Unemployed,0,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,2
4363,California,0,1,2,Employed,1,Suburban,Married,Personal Auto,2,Call Center,SUV,2
4364,Oregon,0,1,2,Employed,1,Suburban,Married,Personal Auto,1,Call Center,Four-Door Car,2
4365,Nevada,1,1,2,Retired,1,Suburban,Married,Personal Auto,3,Agent,SUV,2
4366,Arizona,0,2,2,Unemployed,0,Suburban,Married,Personal Auto,3,Branch,Four-Door Car,2
4367,California,1,1,2,Disabled,0,Suburban,Married,Corporate Auto,1,Call Center,Four-Door Car,2
4368,California,0,1,2,Employed,1,Suburban,Married,Personal Auto,1,Call Center,Two-Door Car,2
4369,Washington,0,1,3,Employed,1,Rural,Married,Personal Auto,3,Web,SUV,2
4370,Oregon,0,3,2,Retired,1,Suburban,Married,Personal Auto,1,Call Center,Four-Door Car,2
4371,Arizona,0,1,2,Employed,1,Rural,Divorced,Personal Auto,1,Agent,Four-Door Car,2
4372,Oregon,0,1,2,Unemployed,1,Suburban,Married,Corporate Auto,3,Branch,SUV,2
4373,Nevada,0,2,2,Employed,0,Urban,Married,Corporate Auto,2,Branch,Four-Door Car,1
4374,Washington,0,1,2,Employed,0,Urban,Married,Personal Auto,1,Call Center,Four-Door Car,2
4375,Arizona,1,1,2,Employed,0,Rural,Married,Personal Auto,3,Web,Two-Door Car,2
4376,Nevada,0,1,3,Unemployed,1,Suburban,Married,Personal Auto,3,Branch,Two-Door Car,2
4377,Washington,0,1,2,Employed,1,Urban,Single,Personal Auto,1,Call Center,SUV,2
4378,California,0,1,2,Medical Leave,1,Suburban,Married,Corporate Auto,3,Agent,Two-Door Car,2
4379,Washington,0,1,2,Employed,1,Suburban,Married,Personal Auto,3,Branch,SUV,2
4380,California,0,3,2,Employed,0,Urban,Married,Personal Auto,3,Branch,SUV,1
4381,Washington,0,3,2,Medical Leave,0,Suburban,Married,Corporate Auto,2,Web,Four-Door Car,2
4382,Washington,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,1,Agent,Two-Door Car,2
4383,Washington,0,1,2,Employed,1,Urban,Married,Personal Auto,3,Call Center,SUV,3
4384,Oregon,0,1,2,Employed,1,Suburban,Married,Personal Auto,3,Branch,Four-Door Car,1
4385,Arizona,1,1,1,Unemployed,0,Suburban,Divorced,Corporate Auto,1,Web,Sports Car,2
4386,Washington,0,2,3,Unemployed,1,Suburban,Married,Personal Auto,2,Agent,SUV,1
4387,Washington,0,3,2,Employed,0,Rural,Married,Corporate Auto,2,Agent,SUV,2
4388,Washington,0,2,1,Employed,0,Suburban,Single,Personal Auto,2,Call Center,SUV,2
4389,California,0,1,2,Employed,1,Rural,Divorced,Personal Auto,3,Agent,SUV,2
4390,Oregon,0,2,1,Employed,0,Suburban,Divorced,Personal Auto,1,Branch,SUV,1
4391,Arizona,0,2,1,Unemployed,1,Rural,Married,Personal Auto,3,Branch,Four-Door Car,2
4392,California,0,1,2,Employed,0,Suburban,Single,Personal Auto,1,Call Center,SUV,2
4393,Arizona,1,2,2,Retired,0,Suburban,Single,Corporate Auto,3,Agent,SUV,2
4394,Arizona,1,3,2,Employed,0,Rural,Divorced,Personal Auto,2,Agent,Four-Door Car,2
4395,California,0,1,2,Employed,1,Suburban,Married,Corporate Auto,3,Branch,SUV,1
4396,California,0,1,2,Employed,1,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,3
4397,Washington,0,1,1,Unemployed,0,Suburban,Single,Special Auto,3,Agent,Four-Door Car,2
4398,California,1,1,2,Employed,1,Suburban,Married,Corporate Auto,1,Agent,SUV,2
4399,Nevada,0,2,2,Unemployed,1,Suburban,Married,Personal Auto,2,Agent,SUV,2
4400,California,0,1,2,Employed,1,Rural,Divorced,Personal Auto,2,Branch,Four-Door Car,3
4401,California,0,1,2,Unemployed,1,Urban,Married,Personal Auto,2,Branch,Four-Door Car,2
4402,Oregon,0,1,2,Medical Leave,0,Suburban,Married,Corporate Auto,3,Web,Four-Door Car,1
4403,California,0,1,2,Employed,0,Rural,Single,Personal Auto,3,Call Center,SUV,2
4404,California,0,1,1,Unemployed,0,Urban,Married,Personal Auto,3,Call Center,Four-Door Car,2
4405,Nevada,0,1,2,Medical Leave,0,Suburban,Married,Personal Auto,3,Branch,SUV,2
4406,Oregon,0,2,2,Employed,1,Suburban,Married,Corporate Auto,2,Agent,Four-Door Car,3
4407,Oregon,0,1,2,Employed,0,Rural,Married,Personal Auto,3,Branch,Four-Door Car,2
4408,Nevada,0,1,3,Employed,0,Urban,Single,Personal Auto,1,Call Center,Two-Door Car,2
4409,California,0,1,1,Unemployed,0,Suburban,Single,Personal Auto,1,Call Center,Four-Door Car,2
4410,Oregon,0,1,1,Employed,1,Suburban,Single,Personal Auto,3,Web,Sports Car,2
4411,California,0,1,1,Employed,0,Suburban,Married,Personal Auto,2,Web,SUV,2
4412,Arizona,0,1,3,Disabled,1,Suburban,Married,Personal Auto,3,Branch,Four-Door Car,1
4413,California,0,2,4,Employed,0,Urban,Married,Personal Auto,3,Agent,Two-Door Car,1
4414,Nevada,0,1,1,Employed,1,Suburban,Single,Personal Auto,2,Branch,SUV,2
4415,Oregon,0,1,2,Employed,1,Suburban,Married,Personal Auto,1,Agent,Two-Door Car,2
4416,Oregon,0,1,3,Employed,1,Rural,Single,Personal Auto,3,Agent,Four-Door Car,3
4417,Arizona,0,2,1,Employed,0,Rural,Married,Personal Auto,3,Branch,Sports Car,1
4418,Arizona,0,3,2,Employed,0,Suburban,Single,Corporate Auto,3,Agent,Two-Door Car,1
4419,Arizona,0,1,1,Retired,1,Suburban,Divorced,Personal Auto,1,Agent,SUV,1
4420,Arizona,0,2,1,Unemployed,1,Suburban,Single,Personal Auto,3,Agent,Two-Door Car,2
4421,Washington,0,1,1,Employed,1,Rural,Married,Special Auto,2,Call Center,Sports Car,2
4422,Washington,1,1,2,Employed,1,Suburban,Married,Personal Auto,3,Agent,Two-Door Car,2
4423,Oregon,0,1,2,Unemployed,1,Suburban,Single,Corporate Auto,3,Agent,Four-Door Car,1
4424,Oregon,0,1,1,Employed,1,Suburban,Married,Personal Auto,3,Web,SUV,2
4425,California,1,2,4,Employed,1,Suburban,Divorced,Personal Auto,3,Agent,Sports Car,2
4426,California,1,1,1,Employed,0,Suburban,Married,Special Auto,3,Agent,Sports Car,2
4427,Arizona,0,1,2,Employed,1,Rural,Single,Personal Auto,2,Web,Four-Door Car,3
4428,Washington,1,1,1,Disabled,0,Suburban,Married,Personal Auto,2,Branch,SUV,3
4429,California,0,2,2,Employed,1,Rural,Married,Personal Auto,3,Web,Four-Door Car,1
4430,California,0,2,2,Employed,0,Urban,Single,Personal Auto,3,Call Center,SUV,2
4431,California,0,2,2,Unemployed,1,Suburban,Single,Personal Auto,1,Agent,Two-Door Car,2
4432,Oregon,0,3,2,Unemployed,0,Rural,Married,Personal Auto,3,Branch,Four-Door Car,2
4433,California,0,1,4,Employed,0,Suburban,Married,Personal Auto,3,Web,Four-Door Car,2
4434,Oregon,1,2,1,Retired,0,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,3
4435,Arizona,0,1,2,Employed,0,Rural,Married,Corporate Auto,2,Agent,Two-Door Car,2
4436,California,0,2,1,Unemployed,0,Suburban,Single,Personal Auto,2,Branch,SUV,2
4437,Oregon,0,1,1,Employed,1,Urban,Single,Personal Auto,2,Agent,Two-Door Car,2
4438,Arizona,0,1,2,Medical Leave,1,Suburban,Married,Personal Auto,3,Web,Sports Car,2
4439,California,0,2,1,Employed,0,Urban,Married,Special Auto,2,Agent,SUV,2
4440,Nevada,0,1,3,Employed,0,Rural,Married,Personal Auto,3,Web,SUV,1
4441,Arizona,0,1,2,Unemployed,1,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,2
4442,Nevada,0,1,1,Unemployed,1,Suburban,Single,Personal Auto,3,Call Center,Luxury SUV,3
4443,California,0,2,2,Employed,1,Suburban,Married,Personal Auto,3,Web,Luxury SUV,2
4444,Oregon,0,1,2,Medical Leave,1,Suburban,Married,Personal Auto,2,Agent,Luxury SUV,2
4445,Arizona,0,1,1,Employed,1,Suburban,Married,Personal Auto,2,Branch,Two-Door Car,2
4446,Arizona,1,1,4,Employed,1,Suburban,Married,Personal Auto,2,Agent,SUV,3
4447,California,0,1,2,Unemployed,1,Rural,Married,Corporate Auto,3,Agent,Sports Car,2
4448,California,0,2,1,Employed,0,Suburban,Divorced,Personal Auto,3,Agent,Sports Car,2
4449,California,0,2,2,Employed,0,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,2
4450,Oregon,0,1,1,Unemployed,1,Suburban,Married,Personal Auto,2,Branch,Four-Door Car,3
4451,Oregon,0,2,4,Unemployed,1,Suburban,Divorced,Personal Auto,3,Agent,SUV,2
4452,Arizona,0,2,2,Unemployed,1,Suburban,Single,Personal Auto,3,Branch,Four-Door Car,1
4453,California,0,1,2,Unemployed,0,Suburban,Single,Corporate Auto,3,Branch,Sports Car,2
4454,Oregon,0,3,1,Disabled,0,Suburban,Divorced,Personal Auto,3,Call Center,Four-Door Car,2
4455,Washington,0,1,1,Unemployed,0,Suburban,Single,Personal Auto,2,Branch,SUV,2
4456,Nevada,0,2,1,Employed,1,Rural,Single,Corporate Auto,1,Call Center,Four-Door Car,2
4457,Oregon,0,1,1,Employed,0,Suburban,Married,Personal Auto,3,Call Center,Sports Car,3
4458,Oregon,0,1,1,Unemployed,0,Suburban,Single,Special Auto,3,Agent,Four-Door Car,2
4459,Oregon,0,1,2,Employed,0,Rural,Divorced,Personal Auto,3,Branch,SUV,2
4460,Oregon,0,1,1,Employed,0,Suburban,Married,Special Auto,3,Branch,Two-Door Car,2
4461,California,1,2,2,Employed,0,Suburban,Married,Special Auto,2,Agent,Four-Door Car,1
4462,Oregon,0,1,2,Unemployed,0,Suburban,Single,Personal Auto,3,Branch,Four-Door Car,1
4463,Nevada,0,1,1,Employed,1,Urban,Married,Special Auto,2,Call Center,Four-Door Car,1
4464,Oregon,0,2,2,Employed,0,Suburban,Married,Corporate Auto,2,Web,Four-Door Car,1
4465,Oregon,1,1,1,Medical Leave,0,Suburban,Divorced,Corporate Auto,3,Agent,Four-Door Car,2
4466,Arizona,0,1,2,Disabled,0,Suburban,Married,Personal Auto,3,Branch,Two-Door Car,1
4467,Arizona,0,1,1,Employed,1,Urban,Single,Personal Auto,3,Agent,Four-Door Car,2
4468,California,0,1,1,Unemployed,0,Suburban,Divorced,Personal Auto,3,Agent,Four-Door Car,2
4469,California,0,1,2,Employed,1,Suburban,Married,Personal Auto,2,Call Center,Two-Door Car,1
4470,Nevada,0,1,2,Unemployed,0,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,1
4471,California,0,1,2,Employed,0,Suburban,Married,Personal Auto,3,Call Center,Four-Door Car,2
4472,Washington,0,1,1,Employed,0,Suburban,Married,Personal Auto,2,Branch,Four-Door Car,1
4473,Oregon,0,1,1,Employed,1,Urban,Married,Personal Auto,2,Agent,Two-Door Car,2
4474,Oregon,0,2,2,Unemployed,1,Suburban,Married,Personal Auto,3,Call Center,Four-Door Car,1
4475,Nevada,0,3,2,Employed,1,Rural,Single,Corporate Auto,3,Agent,Four-Door Car,2
4476,Oregon,0,1,2,Employed,0,Suburban,Married,Corporate Auto,3,Web,Four-Door Car,2
4477,Arizona,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,2,Web,Luxury SUV,1
4478,Nevada,0,1,2,Employed,0,Suburban,Single,Personal Auto,1,Agent,SUV,2
4479,Washington,0,2,1,Unemployed,1,Suburban,Single,Personal Auto,3,Branch,Four-Door Car,1
4480,California,0,2,1,Employed,1,Suburban,Married,Personal Auto,3,Branch,Four-Door Car,2
4481,California,1,1,4,Employed,1,Suburban,Married,Corporate Auto,3,Agent,SUV,3
4482,Arizona,0,1,2,Unemployed,1,Suburban,Married,Personal Auto,3,Call Center,Two-Door Car,3
4483,Nevada,0,2,1,Unemployed,0,Suburban,Single,Corporate Auto,2,Agent,Sports Car,2
4484,Washington,0,1,1,Employed,0,Rural,Married,Special Auto,2,Branch,Four-Door Car,2
4485,California,0,2,2,Employed,1,Urban,Married,Personal Auto,3,Call Center,SUV,2
4486,Arizona,0,2,1,Employed,0,Rural,Married,Personal Auto,3,Branch,Two-Door Car,2
4487,California,0,1,2,Disabled,1,Suburban,Married,Corporate Auto,3,Branch,Four-Door Car,1
4488,Oregon,0,1,2,Employed,1,Suburban,Married,Personal Auto,1,Call Center,SUV,1
4489,Oregon,0,2,2,Employed,1,Suburban,Single,Personal Auto,1,Call Center,Four-Door Car,2
4490,Oregon,0,1,2,Employed,0,Suburban,Married,Corporate Auto,2,Call Center,Sports Car,2
4491,Oregon,0,2,2,Unemployed,0,Suburban,Single,Personal Auto,3,Call Center,Four-Door Car,2
4492,Arizona,0,1,2,Employed,1,Urban,Married,Corporate Auto,1,Branch,Four-Door Car,1
4493,Nevada,0,2,2,Employed,1,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,2
4494,California,0,1,2,Unemployed,0,Suburban,Single,Corporate Auto,1,Branch,Four-Door Car,1
4495,Arizona,1,1,4,Employed,0,Urban,Married,Corporate Auto,3,Branch,Four-Door Car,2
4496,Oregon,0,3,2,Unemployed,1,Suburban,Married,Personal Auto,1,Web,Four-Door Car,2
4497,Arizona,0,1,1,Unemployed,1,Suburban,Single,Corporate Auto,3,Call Center,SUV,2
4498,Arizona,0,3,2,Employed,1,Suburban,Single,Personal Auto,3,Agent,SUV,2
4499,Oregon,0,1,2,Employed,0,Rural,Married,Personal Auto,3,Agent,Two-Door Car,1
4500,Oregon,0,2,1,Unemployed,1,Suburban,Married,Personal Auto,2,Branch,SUV,1
4501,California,0,1,2,Unemployed,0,Suburban,Divorced,Personal Auto,1,Call Center,Two-Door Car,1
4502,Oregon,1,1,2,Retired,1,Suburban,Divorced,Personal Auto,3,Agent,Four-Door Car,3
4503,Oregon,0,1,2,Unemployed,0,Suburban,Single,Personal Auto,1,Agent,Sports Car,2
4504,Nevada,0,1,2,Employed,0,Rural,Divorced,Personal Auto,2,Agent,Four-Door Car,1
4505,California,1,1,1,Employed,0,Urban,Married,Personal Auto,3,Agent,SUV,2
4506,California,0,3,2,Employed,1,Rural,Married,Personal Auto,2,Branch,Four-Door Car,2
4507,Nevada,0,2,3,Employed,1,Urban,Married,Corporate Auto,2,Agent,Luxury Car,1
4508,California,1,2,2,Retired,0,Suburban,Divorced,Personal Auto,3,Agent,Sports Car,2
4509,Oregon,0,2,1,Employed,0,Urban,Married,Personal Auto,3,Web,SUV,2
4510,Nevada,0,1,2,Employed,0,Urban,Married,Personal Auto,1,Web,Four-Door Car,2
4511,Nevada,0,1,2,Medical Leave,1,Rural,Married,Personal Auto,3,Agent,Two-Door Car,2
4512,Arizona,1,2,2,Retired,1,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,2
4513,California,1,1,2,Medical Leave,0,Suburban,Single,Personal Auto,3,Web,Four-Door Car,3
4514,Oregon,0,1,1,Unemployed,1,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,1
4515,Oregon,0,2,2,Unemployed,0,Suburban,Single,Personal Auto,3,Branch,Two-Door Car,2
4516,California,0,1,2,Employed,1,Urban,Divorced,Personal Auto,2,Web,Four-Door Car,2
4517,Oregon,0,2,2,Employed,0,Suburban,Married,Personal Auto,1,Branch,Four-Door Car,2
4518,Arizona,0,1,2,Employed,0,Suburban,Married,Corporate Auto,3,Agent,Four-Door Car,2
4519,Oregon,0,2,1,Employed,0,Suburban,Married,Personal Auto,3,Call Center,Two-Door Car,3
4520,Oregon,0,1,1,Unemployed,1,Suburban,Single,Corporate Auto,1,Agent,Two-Door Car,2
4521,California,0,1,2,Employed,0,Urban,Married,Personal Auto,1,Web,Four-Door Car,1
4522,Oregon,0,1,2,Employed,1,Rural,Divorced,Personal Auto,2,Agent,Four-Door Car,2
4523,Nevada,0,2,2,Employed,1,Suburban,Divorced,Corporate Auto,3,Branch,SUV,2
4524,Nevada,0,1,2,Employed,0,Suburban,Married,Personal Auto,3,Call Center,Four-Door Car,2
4525,Arizona,0,2,2,Employed,0,Urban,Married,Personal Auto,3,Agent,Four-Door Car,2
4526,Washington,1,1,2,Employed,0,Suburban,Married,Personal Auto,3,Agent,Two-Door Car,2
4527,Oregon,1,2,3,Unemployed,0,Suburban,Single,Personal Auto,2,Branch,Sports Car,2
4528,Oregon,0,2,2,Employed,0,Urban,Married,Personal Auto,2,Web,Two-Door Car,2
4529,California,0,2,2,Employed,1,Rural,Married,Personal Auto,2,Call Center,SUV,2
4530,California,0,1,2,Employed,1,Rural,Married,Special Auto,3,Call Center,Four-Door Car,2
4531,California,0,2,3,Employed,1,Urban,Married,Personal Auto,2,Agent,Four-Door Car,2
4532,California,0,1,2,Employed,0,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,2
4533,Oregon,0,1,1,Employed,0,Rural,Married,Personal Auto,3,Branch,SUV,2
4534,Washington,1,3,1,Employed,0,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,2
4535,Nevada,0,2,1,Medical Leave,0,Suburban,Married,Corporate Auto,2,Web,Four-Door Car,1
4536,Nevada,1,1,2,Unemployed,1,Suburban,Married,Personal Auto,3,Agent,SUV,3
4537,California,1,1,2,Retired,1,Suburban,Divorced,Personal Auto,2,Branch,SUV,2
4538,California,1,1,2,Employed,1,Suburban,Single,Special Auto,3,Call Center,Four-Door Car,1
4539,Oregon,1,1,2,Employed,0,Urban,Married,Personal Auto,3,Branch,SUV,2
4540,Nevada,0,3,2,Medical Leave,1,Suburban,Married,Personal Auto,3,Branch,Two-Door Car,1
4541,Oregon,0,1,1,Unemployed,0,Suburban,Single,Special Auto,2,Branch,SUV,2
4542,Oregon,0,3,1,Employed,0,Urban,Married,Personal Auto,3,Branch,Sports Car,2
4543,Oregon,0,1,2,Employed,0,Urban,Married,Personal Auto,1,Agent,Four-Door Car,2
4544,Oregon,1,1,1,Disabled,0,Suburban,Married,Corporate Auto,3,Branch,SUV,3
4545,California,0,1,2,Employed,1,Suburban,Married,Personal Auto,2,Call Center,Two-Door Car,1
4546,Oregon,0,1,2,Unemployed,0,Suburban,Single,Personal Auto,2,Agent,Four-Door Car,2
4547,Oregon,1,1,1,Employed,1,Suburban,Married,Corporate Auto,2,Branch,SUV,2
4548,California,0,1,2,Unemployed,0,Suburban,Married,Corporate Auto,2,Agent,Two-Door Car,2
4549,California,0,1,2,Medical Leave,1,Urban,Married,Corporate Auto,3,Web,SUV,1
4550,California,0,2,3,Medical Leave,0,Rural,Married,Personal Auto,2,Agent,Four-Door Car,2
4551,Oregon,0,1,2,Unemployed,0,Suburban,Single,Corporate Auto,2,Branch,Four-Door Car,2
4552,California,0,2,2,Unemployed,1,Suburban,Single,Personal Auto,1,Agent,Four-Door Car,1
4553,Oregon,0,1,2,Employed,1,Rural,Married,Personal Auto,1,Agent,Two-Door Car,2
4554,Arizona,0,1,4,Employed,0,Suburban,Married,Personal Auto,3,Branch,Four-Door Car,2
4555,Oregon,1,1,2,Employed,1,Suburban,Married,Personal Auto,1,Agent,Four-Door Car,3
4556,Oregon,0,1,1,Medical Leave,0,Suburban,Married,Personal Auto,3,Agent,SUV,2
4557,Arizona,0,1,4,Employed,1,Urban,Married,Personal Auto,3,Call Center,Four-Door Car,2
4558,Oregon,0,1,2,Employed,1,Suburban,Married,Personal Auto,2,Call Center,Two-Door Car,2
4559,Arizona,0,2,4,Employed,1,Suburban,Married,Personal Auto,2,Branch,Four-Door Car,2
4560,California,0,2,2,Employed,0,Urban,Married,Personal Auto,2,Branch,Four-Door Car,2
4561,Oregon,1,2,2,Employed,0,Suburban,Married,Special Auto,1,Agent,Four-Door Car,1
4562,Arizona,1,1,1,Unemployed,1,Suburban,Married,Corporate Auto,1,Call Center,Two-Door Car,2
4563,California,0,2,1,Employed,1,Urban,Married,Personal Auto,3,Web,SUV,2
4564,Washington,0,2,2,Unemployed,1,Suburban,Married,Corporate Auto,3,Web,Four-Door Car,2
4565,Oregon,0,1,1,Employed,0,Suburban,Married,Personal Auto,3,Web,Four-Door Car,2
4566,Arizona,0,1,1,Employed,0,Suburban,Single,Personal Auto,2,Branch,Four-Door Car,2
4567,Arizona,0,1,1,Unemployed,1,Suburban,Single,Personal Auto,3,Agent,Luxury Car,1
4568,Nevada,0,1,2,Unemployed,0,Suburban,Single,Personal Auto,3,Agent,Four-Door Car,3
4569,Nevada,0,1,1,Employed,1,Rural,Married,Corporate Auto,3,Call Center,Two-Door Car,2
4570,Nevada,0,1,2,Employed,0,Rural,Married,Corporate Auto,3,Call Center,Two-Door Car,2
4571,Arizona,0,1,2,Employed,0,Suburban,Divorced,Personal Auto,2,Agent,SUV,2
4572,Nevada,0,1,2,Unemployed,0,Suburban,Single,Personal Auto,3,Call Center,SUV,1
4573,California,1,2,2,Employed,0,Suburban,Married,Personal Auto,2,Call Center,Two-Door Car,2
4574,California,0,3,3,Employed,1,Rural,Married,Personal Auto,2,Agent,Sports Car,2
4575,Washington,0,1,1,Employed,0,Suburban,Married,Personal Auto,2,Call Center,Four-Door Car,2
4576,Arizona,0,1,1,Unemployed,0,Suburban,Married,Corporate Auto,3,Agent,SUV,1
4577,Washington,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,2,Call Center,Four-Door Car,2
4578,Arizona,0,2,1,Unemployed,1,Suburban,Single,Personal Auto,1,Call Center,Four-Door Car,2
4579,California,0,2,1,Employed,0,Suburban,Divorced,Corporate Auto,3,Call Center,SUV,2
4580,California,1,1,1,Employed,0,Urban,Single,Personal Auto,3,Agent,SUV,1
4581,Arizona,0,1,2,Employed,0,Suburban,Married,Corporate Auto,2,Agent,Four-Door Car,1
4582,California,0,1,2,Employed,0,Suburban,Married,Corporate Auto,1,Branch,Four-Door Car,2
4583,Oregon,0,2,1,Unemployed,1,Suburban,Single,Personal Auto,2,Web,Sports Car,2
4584,California,0,2,3,Employed,0,Rural,Married,Personal Auto,3,Agent,SUV,1
4585,Arizona,0,1,3,Employed,1,Urban,Married,Special Auto,1,Call Center,Two-Door Car,3
4586,Arizona,0,1,1,Unemployed,0,Suburban,Single,Personal Auto,3,Branch,Two-Door Car,2
4587,Oregon,1,1,3,Retired,0,Urban,Married,Personal Auto,2,Agent,Two-Door Car,2
4588,Washington,1,1,1,Employed,1,Suburban,Single,Personal Auto,3,Web,SUV,2
4589,Oregon,1,1,1,Medical Leave,0,Suburban,Divorced,Personal Auto,3,Agent,Four-Door Car,2
4590,Arizona,0,2,2,Employed,0,Suburban,Married,Personal Auto,3,Agent,Four-Door Car,1
4591,Oregon,0,2,1,Employed,0,Rural,Married,Corporate Auto,3,Agent,Four-Door Car,2
4592,Oregon,0,2,2,Employed,0,Suburban,Single,Personal Auto,3,Call Center,SUV,2
4593,Nevada,0,1,2,Unemployed,0,Suburban,Single,Personal Auto,1,Call Center,Four-Door Car,1
4594,California,0,1,2,Employed,1,Suburban,Single,Personal Auto,2,Agent,SUV,2
4595,Washington,0,1,2,Employed,1,Urban,Married,Personal Auto,1,Branch,Four-Door Car,3
4596,Washington,0,1,2,Employed,0,Rural,Married,Personal Auto,2,Agent,SUV,2
4597,California,0,1,2,Unemployed,1,Suburban,Single,Personal Auto,2,Agent,SUV,2
4598,California,0,3,2,Employed,0,Suburban,Married,Personal Auto,3,Web,Four-Door Car,2
4599,Arizona,1,1,1,Employed,0,Suburban,Single,Personal Auto,3,Call Center,Four-Door Car,2
