,coverage,education,employment_status,gender,location_code,marital_status,vehicle_class,vehicle_size
3960,1,2,Employed,1,Suburban,Married,Four-Door Car,1
3961,1,1,Disabled,0,Suburban,Married,SUV,1
3962,1,1,Employed,0,Rural,Divorced,Four-Door Car,2
3963,1,2,Employed,0,Urban,Married,Four-Door Car,2
3964,2,3,Employed,1,Suburban,Married,Four-Door Car,2
3965,1,3,Employed,1,Rural,Married,Four-Door Car,2
3966,2,1,Retired,0,Suburban,Married,Four-Door Car,3
3967,1,2,Disabled,0,Suburban,Divorced,Four-Door Car,2
3968,3,1,Employed,0,Suburban,Married,Two-Door Car,1
3969,2,1,Employed,1,Suburban,Married,Two-Door Car,3
3970,1,2,Employed,1,Suburban,Married,Two-Door Car,1
3971,1,2,Employed,0,Rural,Married,Two-Door Car,2
3972,1,3,Employed,0,Urban,Married,Four-Door Car,1
3973,1,3,Employed,1,Rural,Divorced,Four-Door Car,1
3974,1,1,Retired,0,Suburban,Married,Four-Door Car,1
3975,1,2,Employed,0,Suburban,Divorced,Four-Door Car,2
3976,1,2,Employed,1,Rural,Married,Four-Door Car,2
3977,1,2,Employed,0,Suburban,Single,Four-Door Car,2
3978,1,2,Employed,1,Suburban,Married,Four-Door Car,3
3979,1,2,Employed,1,Suburban,Single,Four-Door Car,2
3980,2,4,Employed,0,Suburban,Married,SUV,3
3981,2,2,Unemployed,0,Rural,Married,SUV,2
3982,1,1,Employed,0,Rural,Married,SUV,2
3983,1,2,Employed,1,Suburban,Married,Two-Door Car,2
3984,2,2,Employed,0,Suburban,Married,SUV,1
3985,3,1,Employed,0,Suburban,Married,SUV,2
3986,2,1,Employed,0,Suburban,Married,SUV,2
3987,2,1,Unemployed,0,Suburban,Divorced,SUV,1
3988,2,2,Unemployed,0,Rural,Married,Two-Door Car,2
3989,2,1,Employed,1,Urban,Single,Two-Door Car,3
3990,1,2,Unemployed,1,Suburban,Married,Four-Door Car,1
3991,1,2,Employed,1,Suburban,Divorced,Four-Door Car,2
3992,1,2,Unemployed,1,Suburban,Single,Four-Door Car,1
3993,2,2,Disabled,0,Rural,Married,Four-Door Car,3
3994,2,3,Employed,1,Rural,Married,Two-Door Car,2
3995,2,2,Employed,0,Suburban,Married,Two-Door Car,1
3996,2,1,Employed,0,Suburban,Divorced,Four-Door Car,1
3997,1,2,Employed,1,Urban,Married,Four-Door Car,1
3998,2,2,Employed,1,Rural,Single,Two-Door Car,2
3999,1,3,Disabled,0,Suburban,Divorced,Four-Door Car,1
4000,2,2,Employed,0,Rural,Married,Four-Door Car,2
4001,2,2,Employed,0,Rural,Divorced,Four-Door Car,1
4002,1,2,Disabled,1,Urban,Married,Four-Door Car,2
4003,2,2,Medical Leave,0,Urban,Divorced,Two-Door Car,2
4004,2,2,Employed,1,Urban,Single,Four-Door Car,2
4005,1,1,Employed,1,Suburban,Married,Four-Door Car,2
4006,3,2,Medical Leave,0,Suburban,Single,Two-Door Car,2
4007,1,1,Medical Leave,1,Suburban,Single,Four-Door Car,2
4008,2,2,Employed,1,Suburban,Married,Four-Door Car,1
4009,2,2,Employed,1,Urban,Divorced,Four-Door Car,2
4010,1,2,Employed,1,Urban,Married,Luxury SUV,2
4011,1,2,Disabled,1,Suburban,Married,Sports Car,2
4012,3,2,Unemployed,0,Suburban,Single,Four-Door Car,3
4013,2,1,Employed,1,Suburban,Married,Four-Door Car,2
4014,1,2,Retired,1,Suburban,Married,Sports Car,2
4015,2,1,Employed,0,Suburban,Married,SUV,2
4016,3,1,Unemployed,1,Suburban,Married,SUV,2
4017,1,2,Unemployed,0,Suburban,Single,SUV,2
4018,1,2,Employed,0,Suburban,Married,Sports Car,2
4019,1,1,Unemployed,1,Suburban,Single,Two-Door Car,2
4020,2,2,Employed,0,Urban,Married,SUV,3
4021,2,2,Unemployed,1,Suburban,Single,Four-Door Car,1
4022,1,2,Employed,1,Urban,Married,Two-Door Car,2
4023,1,2,Unemployed,1,Suburban,Married,Four-Door Car,2
4024,1,2,Employed,0,Suburban,Married,Four-Door Car,1
4025,1,2,Employed,0,Suburban,Married,SUV,1
4026,1,2,Employed,1,Urban,Married,Luxury SUV,2
4027,1,1,Unemployed,1,Suburban,Divorced,Luxury SUV,1
4028,1,3,Employed,0,Suburban,Single,Four-Door Car,2
4029,1,2,Unemployed,1,Suburban,Single,Two-Door Car,2
4030,1,2,Unemployed,0,Suburban,Single,Four-Door Car,2
4031,1,1,Unemployed,1,Suburban,Single,Two-Door Car,2
4032,1,1,Unemployed,0,Suburban,Single,Four-Door Car,1
4033,1,2,Disabled,1,Rural,Married,Sports Car,1
4034,2,1,Unemployed,0,Suburban,Married,Four-Door Car,1
4035,1,2,Unemployed,0,Suburban,Married,Four-Door Car,1
4036,1,1,Employed,0,Suburban,Married,Four-Door Car,2
4037,1,1,Employed,1,Suburban,Married,Luxury SUV,3
4038,1,3,Unemployed,0,Suburban,Married,Four-Door Car,1
4039,2,2,Employed,0,Suburban,Divorced,Four-Door Car,2
4040,1,2,Disabled,0,Rural,Married,Two-Door Car,2
4041,2,2,Employed,0,Rural,Married,Four-Door Car,3
4042,1,2,Unemployed,1,Suburban,Single,SUV,3
4043,2,3,Employed,1,Suburban,Married,Four-Door Car,2
4044,1,3,Employed,1,Urban,Single,Four-Door Car,2
4045,1,2,Unemployed,0,Suburban,Single,Luxury SUV,2
4046,3,1,Employed,1,Suburban,Single,Four-Door Car,2
4047,1,2,Unemployed,0,Suburban,Single,Two-Door Car,1
4048,1,1,Employed,1,Urban,Married,Two-Door Car,1
4049,1,2,Employed,1,Suburban,Married,Two-Door Car,3
4050,1,2,Employed,1,Rural,Married,Four-Door Car,2
4051,1,4,Employed,1,Suburban,Married,SUV,3
4052,1,1,Employed,0,Urban,Single,SUV,1
4053,1,2,Employed,0,Rural,Single,Four-Door Car,2
4054,2,1,Employed,0,Suburban,Single,SUV,2
4055,2,1,Disabled,0,Suburban,Married,Two-Door Car,3
4056,1,1,Unemployed,1,Suburban,Married,SUV,2
4057,3,3,Employed,0,Suburban,Married,Two-Door Car,1
4058,2,2,Employed,0,Urban,Married,Four-Door Car,2
4059,1,4,Unemployed,1,Rural,Married,Two-Door Car,2
4060,2,2,Unemployed,0,Suburban,Single,Four-Door Car,2
4061,2,2,Employed,1,Suburban,Married,Two-Door Car,2
4062,1,2,Unemployed,0,Suburban,Single,SUV,2
4063,1,2,Employed,0,Urban,Married,SUV,2
4064,2,2,Employed,0,Suburban,Single,Four-Door Car,1
4065,2,2,Employed,0,Suburban,Married,SUV,2
4066,1,2,Unemployed,1,Suburban,Divorced,Four-Door Car,2
4067,1,2,Employed,0,Urban,Divorced,Four-Door Car,2
4068,1,1,Employed,0,Suburban,Married,Four-Door Car,1
4069,2,2,Disabled,1,Suburban,Married,Four-Door Car,1
4070,3,2,Employed,1,Rural,Married,SUV,2
4071,2,1,Unemployed,1,Suburban,Married,SUV,2
4072,1,2,Retired,1,Suburban,Married,SUV,3
4073,1,2,Employed,1,Rural,Married,Four-Door Car,2
4074,1,1,Employed,0,Urban,Married,Sports Car,2
4075,1,1,Medical Leave,0,Rural,Married,Sports Car,2
4076,1,1,Employed,1,Suburban,Married,Four-Door Car,2
4077,2,1,Unemployed,1,Suburban,Single,Sports Car,2
4078,1,2,Unemployed,1,Suburban,Single,Luxury SUV,1
4079,2,2,Employed,0,Suburban,Divorced,Luxury SUV,2
4080,1,1,Unemployed,1,Suburban,Married,Four-Door Car,2
4081,3,2,Employed,0,Urban,Married,Sports Car,2
4082,1,2,Employed,0,Suburban,Single,SUV,3
4083,1,2,Employed,0,Rural,Married,Four-Door Car,2
4084,1,2,Employed,1,Rural,Single,Two-Door Car,2
4085,2,2,Unemployed,1,Suburban,Single,SUV,2
4086,3,1,Employed,1,Suburban,Divorced,Luxury SUV,2
4087,1,2,Employed,1,Suburban,Single,Four-Door Car,1
4088,2,2,Unemployed,1,Suburban,Divorced,Four-Door Car,2
4089,2,2,Employed,0,Suburban,Married,Four-Door Car,1
4090,1,2,Medical Leave,0,Suburban,Single,Two-Door Car,2
4091,1,1,Employed,0,Rural,Single,Four-Door Car,2
4092,1,2,Unemployed,1,Suburban,Divorced,SUV,3
4093,1,2,Medical Leave,0,Suburban,Single,Two-Door Car,2
4094,1,3,Disabled,1,Suburban,Divorced,Four-Door Car,1
4095,1,3,Disabled,0,Suburban,Divorced,Two-Door Car,2
4096,1,2,Employed,1,Rural,Divorced,Four-Door Car,2
4097,3,2,Employed,1,Rural,Married,Four-Door Car,2
4098,1,1,Unemployed,1,Suburban,Divorced,SUV,1
4099,2,2,Disabled,1,Suburban,Married,SUV,1
4100,1,4,Employed,0,Rural,Married,Four-Door Car,1
4101,1,2,Employed,1,Urban,Divorced,Four-Door Car,2
4102,2,2,Employed,0,Suburban,Divorced,Luxury SUV,2
4103,1,2,Employed,1,Suburban,Single,Four-Door Car,2
4104,1,2,Retired,1,Suburban,Divorced,Four-Door Car,3
4105,2,2,Disabled,1,Suburban,Single,Sports Car,2
4106,1,1,Employed,0,Suburban,Married,SUV,2
4107,1,3,Medical Leave,1,Rural,Married,Four-Door Car,2
4108,2,4,Employed,1,Suburban,Divorced,Sports Car,2
4109,2,2,Employed,1,Suburban,Single,Luxury SUV,1
4110,1,2,Unemployed,0,Suburban,Married,Four-Door Car,2
4111,1,1,Disabled,0,Suburban,Married,Two-Door Car,2
4112,3,3,Employed,0,Rural,Married,Two-Door Car,1
4113,1,2,Employed,0,Urban,Married,Four-Door Car,2
4114,1,2,Disabled,0,Suburban,Married,Four-Door Car,2
4115,3,3,Employed,0,Rural,Married,Four-Door Car,2
4116,1,2,Employed,1,Urban,Single,Four-Door Car,2
4117,1,2,Unemployed,1,Suburban,Divorced,Four-Door Car,3
4118,1,2,Medical Leave,0,Suburban,Married,Four-Door Car,1
4119,1,2,Unemployed,0,Rural,Divorced,Four-Door Car,2
4120,1,2,Employed,0,Suburban,Married,Two-Door Car,2
4121,1,2,Disabled,1,Suburban,Divorced,Four-Door Car,2
4122,1,2,Employed,0,Urban,Married,SUV,2
4123,1,2,Unemployed,0,Suburban,Divorced,Two-Door Car,1
4124,2,2,Employed,1,Urban,Married,SUV,2
4125,1,1,Unemployed,0,Suburban,Single,Two-Door Car,2
4126,2,2,Unemployed,0,Suburban,Married,Luxury SUV,3
4127,1,2,Unemployed,1,Suburban,Married,Four-Door Car,2
4128,2,2,Unemployed,0,Suburban,Single,Four-Door Car,2
4129,1,2,Employed,1,Urban,Single,Four-Door Car,2
4130,2,2,Employed,0,Suburban,Married,Four-Door Car,2
4131,1,2,Employed,0,Suburban,Married,Two-Door Car,1
4132,3,2,Unemployed,0,Suburban,Married,SUV,2
4133,1,1,Unemployed,0,Suburban,Single,Sports Car,2
4134,1,2,Retired,1,Suburban,Divorced,SUV,2
4135,1,2,Retired,0,Suburban,Single,Four-Door Car,2
4136,1,4,Employed,1,Rural,Divorced,Two-Door Car,3
4137,1,1,Unemployed,1,Suburban,Single,Two-Door Car,2
4138,1,2,Disabled,0,Suburban,Married,Two-Door Car,3
4139,3,2,Employed,1,Suburban,Single,Four-Door Car,2
4140,1,2,Employed,1,Rural,Married,Four-Door Car,2
4141,2,1,Unemployed,1,Suburban,Single,SUV,2
4142,2,2,Employed,0,Suburban,Married,Four-Door Car,2
4143,1,3,Employed,1,Rural,Single,Four-Door Car,2
4144,1,2,Employed,1,Suburban,Single,Four-Door Car,1
4145,1,2,Employed,0,Urban,Married,Four-Door Car,2
4146,1,2,Employed,1,Suburban,Married,SUV,1
4147,1,2,Unemployed,1,Suburban,Married,Two-Door Car,3
4148,1,2,Employed,0,Urban,Single,Four-Door Car,2
4149,1,2,Unemployed,1,Suburban,Married,Four-Door Car,3
4150,2,2,Employed,0,Rural,Single,Four-Door Car,2
4151,3,2,Disabled,0,Suburban,Divorced,Four-Door Car,2
4152,2,1,Unemployed,1,Suburban,Married,Two-Door Car,1
4153,2,2,Employed,0,Rural,Single,SUV,2
4154,1,2,Employed,0,Urban,Single,Four-Door Car,2
4155,2,2,Unemployed,0,Suburban,Divorced,Four-Door Car,2
4156,1,3,Employed,0,Rural,Married,SUV,2
4157,2,1,Retired,0,Suburban,Divorced,Four-Door Car,3
4158,1,2,Employed,1,Rural,Single,Two-Door Car,2
4159,2,2,Unemployed,1,Suburban,Single,Four-Door Car,1
4160,1,1,Employed,0,Suburban,Divorced,Two-Door Car,2
4161,1,2,Employed,0,Urban,Married,SUV,2
4162,1,2,Employed,1,Suburban,Divorced,Two-Door Car,1
4163,2,1,Employed,1,Urban,Divorced,Two-Door Car,2
4164,2,2,Employed,0,Rural,Married,Two-Door Car,1
4165,2,3,Disabled,1,Suburban,Single,Luxury Car,1
4166,2,1,Unemployed,1,Suburban,Married,SUV,2
4167,1,3,Employed,1,Rural,Married,Four-Door Car,2
4168,1,2,Employed,1,Suburban,Married,Two-Door Car,2
4169,1,4,Unemployed,1,Urban,Married,Two-Door Car,2
4170,1,1,Employed,0,Urban,Married,Four-Door Car,2
4171,2,2,Employed,0,Suburban,Married,Two-Door Car,3
4172,1,2,Disabled,0,Suburban,Married,Four-Door Car,2
4173,1,2,Employed,0,Rural,Divorced,Four-Door Car,2
4174,1,2,Unemployed,1,Suburban,Single,Four-Door Car,1
4175,1,2,Employed,0,Suburban,Married,Four-Door Car,1
4176,2,2,Unemployed,1,Suburban,Single,SUV,2
4177,1,2,Unemployed,1,Suburban,Single,Two-Door Car,2
4178,1,2,Employed,1,Suburban,Married,SUV,2
4179,2,2,Employed,0,Rural,Single,Four-Door Car,2
4180,1,2,Employed,0,Rural,Married,Four-Door Car,1
4181,1,2,Unemployed,0,Rural,Married,Four-Door Car,2
4182,1,2,Employed,0,Suburban,Married,Four-Door Car,1
4183,1,1,Medical Leave,0,Suburban,Divorced,Four-Door Car,2
4184,1,1,Employed,1,Suburban,Married,SUV,2
4185,2,2,Retired,0,Suburban,Divorced,Four-Door Car,2
4186,2,1,Employed,1,Suburban,Married,Two-Door Car,3
4187,2,2,Retired,1,Suburban,Single,Four-Door Car,2
4188,1,3,Retired,0,Urban,Married,Two-Door Car,2
4189,1,1,Unemployed,1,Suburban,Married,SUV,2
4190,2,2,Employed,0,Rural,Married,Luxury SUV,2
4191,1,1,Employed,1,Suburban,Married,Four-Door Car,3
4192,1,2,Unemployed,1,Suburban,Divorced,Four-Door Car,2
4193,1,2,Employed,1,Suburban,Married,Two-Door Car,2
4194,1,2,Unemployed,0,Suburban,Single,Four-Door Car,3
4195,3,1,Medical Leave,1,Suburban,Single,Four-Door Car,1
4196,1,3,Disabled,1,Suburban,Divorced,Four-Door Car,1
4197,1,2,Unemployed,1,Suburban,Single,Four-Door Car,2
4198,3,1,Employed,0,Urban,Married,Four-Door Car,1
4199,1,2,Unemployed,0,Suburban,Single,SUV,1
4200,1,3,Employed,1,Suburban,Married,Four-Door Car,2
4201,1,1,Employed,1,Suburban,Married,SUV,2
4202,1,2,Unemployed,1,Suburban,Single,SUV,2
4203,2,1,Employed,0,Urban,Married,Four-Door Car,2
4204,1,4,Employed,0,Rural,Married,Four-Door Car,2
4205,1,2,Employed,1,Suburban,Married,SUV,1
4206,2,2,Employed,1,Rural,Divorced,Two-Door Car,2
4207,2,1,Employed,1,Suburban,Single,Four-Door Car,2
4208,1,2,Employed,0,Suburban,Married,SUV,2
4209,2,2,Employed,0,Urban,Single,Two-Door Car,2
4210,1,2,Employed,1,Suburban,Married,Four-Door Car,2
4211,2,2,Employed,0,Urban,Married,Four-Door Car,2
4212,1,2,Employed,0,Urban,Divorced,SUV,2
4213,2,2,Retired,1,Suburban,Divorced,Four-Door Car,2
4214,1,2,Unemployed,1,Suburban,Single,SUV,2
4215,1,4,Employed,1,Suburban,Married,Four-Door Car,2
4216,2,2,Employed,1,Rural,Married,Four-Door Car,2
4217,3,2,Employed,1,Rural,Married,Four-Door Car,3
4218,1,1,Employed,0,Suburban,Single,Four-Door Car,3
4219,1,2,Employed,0,Suburban,Married,Two-Door Car,1
4220,3,2,Unemployed,1,Suburban,Single,SUV,2
4221,2,2,Unemployed,1,Suburban,Single,SUV,2
4222,2,2,Disabled,0,Suburban,Married,Four-Door Car,2
4223,2,2,Employed,0,Rural,Divorced,Four-Door Car,2
4224,1,2,Employed,0,Suburban,Divorced,Four-Door Car,1
4225,1,2,Employed,0,Rural,Married,SUV,2
4226,2,2,Medical Leave,0,Suburban,Single,Four-Door Car,2
4227,1,1,Employed,0,Urban,Single,SUV,1
4228,1,2,Retired,1,Suburban,Divorced,Four-Door Car,2
4229,1,3,Employed,1,Urban,Single,Four-Door Car,2
4230,1,2,Employed,1,Suburban,Married,Four-Door Car,3
4231,3,1,Disabled,0,Suburban,Divorced,Four-Door Car,2
4232,1,2,Employed,1,Suburban,Married,Four-Door Car,2
4233,2,1,Employed,0,Urban,Married,SUV,1
4234,1,1,Disabled,0,Suburban,Married,Four-Door Car,2
4235,1,2,Employed,1,Urban,Married,Four-Door Car,2
4236,1,1,Medical Leave,0,Suburban,Single,Two-Door Car,1
4237,1,1,Unemployed,1,Suburban,Single,Four-Door Car,2
4238,1,3,Employed,1,Urban,Married,Sports Car,2
4239,2,2,Employed,1,Urban,Married,Two-Door Car,2
4240,2,2,Employed,0,Suburban,Married,Two-Door Car,2
4241,1,2,Employed,1,Urban,Single,Four-Door Car,2
4242,2,2,Employed,1,Suburban,Married,Four-Door Car,2
4243,1,1,Employed,0,Suburban,Married,Two-Door Car,1
4244,1,1,Employed,0,Suburban,Married,Four-Door Car,1
4245,1,2,Unemployed,0,Suburban,Single,Four-Door Car,2
4246,1,2,Employed,1,Urban,Divorced,SUV,2
4247,1,2,Employed,0,Rural,Divorced,Two-Door Car,2
4248,1,1,Employed,1,Rural,Married,Sports Car,2
4249,3,2,Employed,1,Rural,Single,Four-Door Car,3
4250,1,2,Unemployed,0,Suburban,Single,SUV,2
4251,1,2,Employed,0,Urban,Married,Four-Door Car,2
4252,2,3,Employed,0,Rural,Married,SUV,3
4253,1,2,Medical Leave,1,Suburban,Married,Four-Door Car,2
4254,1,1,Unemployed,1,Suburban,Single,Four-Door Car,2
4255,2,2,Employed,1,Suburban,Married,Four-Door Car,2
4256,1,2,Unemployed,1,Suburban,Single,Four-Door Car,2
4257,1,2,Unemployed,1,Suburban,Single,Four-Door Car,2
4258,1,2,Unemployed,1,Suburban,Married,Two-Door Car,2
4259,1,2,Employed,1,Rural,Divorced,Four-Door Car,2
4260,3,2,Employed,1,Rural,Married,Four-Door Car,2
4261,1,2,Employed,1,Suburban,Married,Four-Door Car,2
4262,3,2,Unemployed,0,Suburban,Married,Four-Door Car,2
4263,1,2,Disabled,0,Suburban,Married,Four-Door Car,2
4264,2,4,Medical Leave,0,Suburban,Married,SUV,2
4265,2,2,Employed,0,Rural,Married,Four-Door Car,3
4266,1,1,Medical Leave,0,Suburban,Married,Two-Door Car,1
4267,1,2,Employed,1,Suburban,Divorced,Two-Door Car,1
4268,2,2,Employed,0,Rural,Married,Two-Door Car,1
4269,2,1,Employed,1,Suburban,Married,Two-Door Car,2
4270,1,2,Employed,1,Suburban,Married,Two-Door Car,1
4271,3,1,Employed,1,Suburban,Married,Two-Door Car,3
4272,2,1,Unemployed,1,Suburban,Single,SUV,2
4273,1,3,Employed,1,Urban,Married,SUV,1
4274,2,2,Employed,1,Suburban,Married,Four-Door Car,2
4275,1,2,Employed,0,Urban,Married,Four-Door Car,1
4276,2,2,Employed,1,Urban,Married,Four-Door Car,2
4277,2,2,Unemployed,1,Rural,Married,Four-Door Car,2
4278,1,1,Unemployed,1,Suburban,Single,SUV,2
4279,1,2,Employed,0,Suburban,Married,Four-Door Car,3
4280,2,2,Employed,0,Urban,Married,Sports Car,2
4281,1,2,Employed,1,Suburban,Married,Two-Door Car,2
4282,2,2,Employed,0,Suburban,Divorced,Four-Door Car,2
4283,1,4,Employed,0,Urban,Married,SUV,2
4284,1,3,Employed,1,Suburban,Married,Four-Door Car,2
4285,1,1,Employed,0,Suburban,Married,Sports Car,3
4286,3,3,Employed,0,Urban,Married,Two-Door Car,2
4287,1,3,Employed,0,Suburban,Married,Four-Door Car,1
4288,2,3,Unemployed,1,Suburban,Divorced,Four-Door Car,2
4289,1,2,Employed,1,Rural,Divorced,Four-Door Car,2
4290,1,2,Employed,1,Rural,Married,SUV,3
4291,1,2,Disabled,0,Suburban,Married,Four-Door Car,1
4292,1,4,Unemployed,0,Rural,Married,Two-Door Car,2
4293,3,2,Disabled,0,Suburban,Divorced,Four-Door Car,2
4294,3,2,Employed,0,Rural,Married,Four-Door Car,2
4295,2,1,Employed,0,Suburban,Divorced,Four-Door Car,2
4296,1,1,Unemployed,0,Suburban,Single,SUV,2
4297,1,2,Employed,0,Suburban,Married,Four-Door Car,1
4298,3,2,Unemployed,0,Suburban,Married,Luxury SUV,2
4299,1,2,Unemployed,0,Suburban,Single,SUV,1
4300,1,2,Employed,1,Urban,Single,Four-Door Car,2
4301,2,2,Employed,0,Suburban,Married,Two-Door Car,2
4302,1,2,Employed,0,Rural,Married,SUV,2
4303,1,2,Employed,1,Urban,Single,Two-Door Car,2
4304,1,1,Employed,0,Urban,Married,Four-Door Car,2
4305,1,2,Employed,0,Urban,Married,SUV,2
4306,1,1,Medical Leave,1,Suburban,Single,SUV,2
4307,1,1,Employed,1,Suburban,Married,Four-Door Car,1
4308,2,3,Unemployed,1,Suburban,Married,Two-Door Car,1
4309,1,2,Employed,1,Suburban,Married,Two-Door Car,2
4310,2,2,Employed,1,Suburban,Married,SUV,2
4311,1,1,Employed,0,Suburban,Married,Two-Door Car,2
4312,1,4,Unemployed,1,Rural,Divorced,Four-Door Car,2
4313,3,2,Employed,1,Urban,Married,SUV,2
4314,1,2,Unemployed,1,Suburban,Married,SUV,3
4315,1,4,Unemployed,1,Suburban,Married,Four-Door Car,2
4316,1,1,Employed,1,Suburban,Divorced,Two-Door Car,1
4317,3,1,Employed,0,Rural,Married,Four-Door Car,2
4318,1,2,Employed,1,Rural,Divorced,Two-Door Car,1
4319,2,1,Unemployed,1,Suburban,Single,SUV,2
4320,1,1,Employed,1,Urban,Single,Two-Door Car,2
4321,1,2,Employed,0,Suburban,Divorced,Sports Car,2
4322,1,1,Unemployed,1,Suburban,Single,SUV,2
4323,1,2,Employed,1,Urban,Married,Four-Door Car,2
4324,2,3,Employed,1,Urban,Married,Four-Door Car,2
4325,2,1,Employed,1,Suburban,Married,Two-Door Car,2
4326,1,2,Unemployed,1,Suburban,Divorced,Two-Door Car,2
4327,1,2,Employed,0,Urban,Single,Four-Door Car,2
4328,2,2,Unemployed,1,Suburban,Married,Four-Door Car,2
4329,1,1,Unemployed,0,Suburban,Single,Four-Door Car,1
4330,1,1,Unemployed,0,Suburban,Single,SUV,2
4331,3,2,Unemployed,1,Suburban,Single,Four-Door Car,1
4332,1,1,Employed,1,Urban,Single,Two-Door Car,2
4333,1,2,Unemployed,1,Suburban,Single,Sports Car,2
4334,1,1,Employed,0,Urban,Married,Sports Car,2
4335,2,1,Employed,1,Rural,Divorced,Four-Door Car,2
4336,1,2,Unemployed,0,Suburban,Married,Four-Door Car,2
4337,1,1,Disabled,0,Suburban,Married,Four-Door Car,2
4338,1,1,Unemployed,0,Suburban,Single,Four-Door Car,2
4339,2,2,Employed,0,Suburban,Married,SUV,2
4340,3,2,Unemployed,1,Suburban,Married,Four-Door Car,1
4341,1,2,Medical Leave,1,Suburban,Divorced,Luxury SUV,2
4342,3,2,Unemployed,0,Suburban,Single,SUV,2
4343,1,1,Employed,1,Suburban,Married,Four-Door Car,2
4344,2,2,Employed,1,Suburban,Married,Four-Door Car,2
4345,2,1,Unemployed,1,Suburban,Single,Four-Door Car,2
4346,2,2,Employed,1,Urban,Married,Two-Door Car,3
4347,1,2,Unemployed,0,Suburban,Married,Four-Door Car,2
4348,3,3,Employed,0,Suburban,Married,Four-Door Car,2
4349,1,2,Retired,0,Suburban,Divorced,SUV,1
4350,2,2,Unemployed,1,Suburban,Single,Luxury Car,2
4351,2,1,Employed,0,Rural,Married,Two-Door Car,2
4352,1,1,Employed,0,Urban,Married,Two-Door Car,2
4353,1,1,Employed,1,Suburban,Married,Four-Door Car,1
4354,1,3,Unemployed,0,Rural,Divorced,Two-Door Car,2
4355,1,2,Employed,1,Rural,Divorced,Two-Door Car,3
4356,2,2,Employed,1,Rural,Married,Four-Door Car,3
4357,1,3,Unemployed,1,Rural,Divorced,Four-Door Car,2
4358,1,1,Employed,1,Urban,Single,Four-Door Car,2
4359,1,2,Employed,0,Urban,Single,SUV,1
4360,1,1,Unemployed,1,Suburban,Single,SUV,2
4361,1,2,Employed,0,Suburban,Married,SUV,2
4362,1,2,Unemployed,0,Suburban,Single,Four-Door Car,2
4363,1,2,Employed,1,Suburban,Married,SUV,2
4364,1,2,Employed,1,Suburban,Married,Four-Door Car,2
4365,1,2,Retired,1,Suburban,Married,SUV,2
4366,2,2,Unemployed,0,Suburban,Married,Four-Door Car,2
4367,1,2,Disabled,0,Suburban,Married,Four-Door Car,2
4368,1,2,Employed,1,Suburban,Married,Two-Door Car,2
4369,1,3,Employed,1,Rural,Married,SUV,2
4370,3,2,Retired,1,Suburban,Married,Four-Door Car,2
4371,1,2,Employed,1,Rural,Divorced,Four-Door Car,2
4372,1,2,Unemployed,1,Suburban,Married,SUV,2
4373,2,2,Employed,0,Urban,Married,Four-Door Car,1
4374,1,2,Employed,0,Urban,Married,Four-Door Car,2
4375,1,2,Employed,0,Rural,Married,Two-Door Car,2
4376,1,3,Unemployed,1,Suburban,Married,Two-Door Car,2
4377,1,2,Employed,1,Urban,Single,SUV,2
4378,1,2,Medical Leave,1,Suburban,Married,Two-Door Car,2
4379,1,2,Employed,1,Suburban,Married,SUV,2
4380,3,2,Employed,0,Urban,Married,SUV,1
4381,3,2,Medical Leave,0,Suburban,Married,Four-Door Car,2
4382,1,2,Unemployed,1,Suburban,Single,Two-Door Car,2
4383,1,2,Employed,1,Urban,Married,SUV,3
4384,1,2,Employed,1,Suburban,Married,Four-Door Car,1
4385,1,1,Unemployed,0,Suburban,Divorced,Sports Car,2
4386,2,3,Unemployed,1,Suburban,Married,SUV,1
4387,3,2,Employed,0,Rural,Married,SUV,2
4388,2,1,Employed,0,Suburban,Single,SUV,2
4389,1,2,Employed,1,Rural,Divorced,SUV,2
4390,2,1,Employed,0,Suburban,Divorced,SUV,1
4391,2,1,Unemployed,1,Rural,Married,Four-Door Car,2
4392,1,2,Employed,0,Suburban,Single,SUV,2
4393,2,2,Retired,0,Suburban,Single,SUV,2
4394,3,2,Employed,0,Rural,Divorced,Four-Door Car,2
4395,1,2,Employed,1,Suburban,Married,SUV,1
4396,1,2,Employed,1,Suburban,Married,Four-Door Car,3
4397,1,1,Unemployed,0,Suburban,Single,Four-Door Car,2
4398,1,2,Employed,1,Suburban,Married,SUV,2
4399,2,2,Unemployed,1,Suburban,Married,SUV,2
4400,1,2,Employed,1,Rural,Divorced,Four-Door Car,3
4401,1,2,Unemployed,1,Urban,Married,Four-Door Car,2
4402,1,2,Medical Leave,0,Suburban,Married,Four-Door Car,1
4403,1,2,Employed,0,Rural,Single,SUV,2
4404,1,1,Unemployed,0,Urban,Married,Four-Door Car,2
4405,1,2,Medical Leave,0,Suburban,Married,SUV,2
4406,2,2,Employed,1,Suburban,Married,Four-Door Car,3
4407,1,2,Employed,0,Rural,Married,Four-Door Car,2
4408,1,3,Employed,0,Urban,Single,Two-Door Car,2
4409,1,1,Unemployed,0,Suburban,Single,Four-Door Car,2
4410,1,1,Employed,1,Suburban,Single,Sports Car,2
4411,1,1,Employed,0,Suburban,Married,SUV,2
4412,1,3,Disabled,1,Suburban,Married,Four-Door Car,1
4413,2,4,Employed,0,Urban,Married,Two-Door Car,1
